Order_ID,Order_Date,Shipping_Date,Aging,Ship_Mode,Product_Category,Product
HF-1946-57311,2013-01-20,2013-02-04,15,First Class,Home & Furniture,Shoe Rack
FA-2001-55464,2016-03-25,2016-04-03,9,Standard Class,Fashion,Sneakers
AU-1938-08741,2013-08-31,2013-09-05,5,First Class,Auto & Accessories,Car Pillow & Neck Rest
HF-1982-69175,2016-05-26,2016-06-02,7,First Class,Home & Furniture,Sofas
HF-1921-27332,2012-02-24,2012-03-08,13,First Class,Home & Furniture,Sofas
AU-1994-31370,2018-07-31,2018-08-23,23,First Class,Auto & Accessories,Car Seat Covers
EL-1977-70062,2010-10-15,2010-10-24,9,Standard Class,Electronics,Tablet
HF-2006-16401,2011-10-04,2011-10-06,2,First Class,Home & Furniture,Towels
HF-2008-56695,2010-05-17,2010-05-30,13,Standard Class,Home & Furniture,Sofas
AU-1912-85950,2012-12-12,2013-01-10,29,First Class,Auto & Accessories,Car Speakers
AU-1937-35836,2010-11-21,2010-12-01,10,First Class,Auto & Accessories,Car Mat
FA-1902-02725,2012-08-08,2012-08-28,20,First Class,Fashion,Suits
EL-1961-24190,2015-03-26,2015-04-13,18,Standard Class,Electronics,Iron
AU-2006-87494,2023-01-17,2023-02-16,30,First Class,Auto & Accessories,Bike Tyres
FA-1930-32253,2020-05-16,2020-06-04,19,Standard Class,Fashion,Sneakers
HF-1900-20891,2023-05-04,2023-05-15,11,First Class,Home & Furniture,Dinner Crockery
AU-1937-35476,2017-08-05,2017-08-16,11,First Class,Auto & Accessories,Bike Tyres
FA-1996-97954,2021-10-03,2021-10-19,16,First Class,Fashion,Shirts
HF-1979-03674,2023-04-07,2023-04-16,9,Standard Class,Home & Furniture,Beds
EL-2024-11782,2015-10-29,2015-11-21,23,Standard Class,Electronics,Mouse
AU-1936-75720,2016-05-14,2016-05-21,7,First Class,Auto & Accessories,Car Pillow & Neck Rest
AU-1998-31951,2010-02-07,2010-02-10,3,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
FA-1915-46532,2020-11-22,2020-12-02,10,First Class,Fashion,T-Shirts
HF-2016-84771,2021-06-14,2021-06-15,1,First Class,Home & Furniture,Umbrella
FA-1953-11822,2012-07-10,2012-07-27,17,First Class,Fashion,T-Shirts
AU-2018-55850,2010-06-12,2010-06-20,8,First Class,Auto & Accessories,Car Body Covers
EL-1948-12319,2020-05-28,2020-05-31,3,Standard Class,Electronics,Samsung Mobile
FA-1979-03610,2014-01-16,2014-01-26,10,First Class,Fashion,Sports Wear
AU-2000-71301,2010-01-28,2010-02-17,20,First Class,Auto & Accessories,Car Speakers
AU-1962-38734,2021-05-11,2021-05-24,13,First Class,Auto & Accessories,Car Body Covers
EL-1925-49565,2014-10-23,2014-11-06,14,Standard Class,Electronics,Keyboard
HF-1928-83488,2010-03-31,2010-04-19,19,Standard Class,Home & Furniture,Dinner Crockery
HF-1989-70467,2014-11-20,2014-11-25,5,Standard Class,Home & Furniture,Umbrella
AU-1908-10883,2011-04-05,2011-04-14,9,Standard Class,Auto & Accessories,Car & Bike Care
EL-1960-83202,2011-07-29,2011-07-31,2,First Class,Electronics,Mixer/Juicer
AU-1927-87476,2015-02-06,2015-03-05,27,First Class,Auto & Accessories,Bike Tyres
HF-1915-43892,2011-10-20,2011-11-19,30,First Class,Home & Furniture,Bed Sheets
FA-1965-71695,2015-07-09,2015-08-04,26,Standard Class,Fashion,Suits
AU-1937-11673,2021-12-30,2022-01-13,14,First Class,Auto & Accessories,Car & Bike Care
AU-1919-89403,2023-05-19,2023-06-02,14,Standard Class,Auto & Accessories,Car Speakers
EL-1918-23654,2012-06-06,2012-06-14,8,Standard Class,Electronics,Watch
FA-1945-79642,2018-07-09,2018-07-10,1,Standard Class,Fashion,Sneakers
FA-1946-43496,2019-02-16,2019-03-17,29,Standard Class,Fashion,T-Shirts
EL-1918-39237,2021-07-13,2021-08-12,30,First Class,Electronics,Iron
EL-1960-60471,2022-06-12,2022-06-14,2,First Class,Electronics,Tablet
HF-2010-00656,2012-05-09,2012-05-16,7,Standard Class,Home & Furniture,Towels
FA-1916-90748,2014-12-26,2014-12-29,3,Standard Class,Fashion,Sneakers
AU-1900-47094,2020-03-24,2020-03-29,5,Standard Class,Auto & Accessories,Car & Bike Care
HF-2003-44233,2022-05-30,2022-06-08,9,First Class,Home & Furniture,Dining Tables
FA-1923-46450,2018-05-30,2018-06-03,4,Standard Class,Fashion,Sneakers
AU-1905-73824,2012-05-19,2012-05-31,12,Standard Class,Auto & Accessories,Car Body Covers
AU-1961-36490,2023-04-09,2023-05-07,28,First Class,Auto & Accessories,Car Mat
HF-1920-80733,2016-02-09,2016-03-06,26,First Class,Home & Furniture,Curtains
EL-1923-76190,2012-09-11,2012-09-23,12,First Class,Electronics,LED
HF-2005-99401,2023-08-17,2023-09-05,19,First Class,Home & Furniture,Curtains
HF-1972-49965,2021-04-14,2021-05-10,26,First Class,Home & Furniture,Dinner Crockery
EL-1902-92845,2014-03-17,2014-03-22,5,Standard Class,Electronics,Mouse
HF-1927-81705,2021-03-14,2021-03-28,14,First Class,Home & Furniture,Dining Tables
EL-1916-52025,2018-07-22,2018-08-15,24,Standard Class,Electronics,Samsung Mobile
EL-1976-46860,2017-09-29,2017-10-24,25,Standard Class,Electronics,Apple Laptop
HF-2023-99855,2020-09-28,2020-10-15,17,Standard Class,Home & Furniture,Dinner Crockery
HF-1931-77084,2011-02-08,2011-02-13,5,First Class,Home & Furniture,Towels
HF-1951-75877,2010-05-24,2010-05-27,3,First Class,Home & Furniture,Umbrella
FA-1924-45304,2022-04-25,2022-05-01,6,First Class,Fashion,Shirts
AU-1948-32268,2015-06-26,2015-06-29,3,First Class,Auto & Accessories,Car Mat
HF-1964-55868,2023-05-12,2023-05-28,16,Standard Class,Home & Furniture,Curtains
FA-1982-23640,2022-11-24,2022-12-01,7,First Class,Fashion,T-Shirts
HF-1956-82891,2020-12-25,2020-12-28,3,Standard Class,Home & Furniture,Curtains
HF-1980-46757,2021-12-01,2021-12-04,3,Standard Class,Home & Furniture,Umbrella
EL-1959-65968,2013-06-06,2013-06-20,14,Standard Class,Electronics,Watch
HF-2011-42788,2016-11-15,2016-11-30,15,First Class,Home & Furniture,Shoe Rack
EL-1931-16716,2015-11-30,2015-12-17,17,Standard Class,Electronics,Keyboard
AU-2002-87197,2018-02-08,2018-02-16,8,First Class,Auto & Accessories,Car Media Players
FA-1994-06639,2014-02-16,2014-02-17,1,First Class,Fashion,Formal Shoes
HF-1934-48838,2023-02-20,2023-02-28,8,First Class,Home & Furniture,Dinner Crockery
AU-1903-75519,2020-07-04,2020-07-16,12,Standard Class,Auto & Accessories,Car Speakers
FA-1901-95132,2018-07-02,2018-07-22,20,Standard Class,Fashion,Formal Shoes
EL-1916-11423,2020-06-21,2020-07-07,16,First Class,Electronics,LED
EL-1992-63581,2015-10-01,2015-10-21,20,First Class,Electronics,Apple Laptop
FA-1903-20666,2019-01-24,2019-02-05,12,First Class,Fashion,Shirts
HF-1902-07540,2022-01-06,2022-01-26,20,First Class,Home & Furniture,Curtains
HF-1990-49681,2011-05-24,2011-06-10,17,Standard Class,Home & Furniture,Dining Tables
FA-1904-22188,2017-11-12,2017-12-02,20,Standard Class,Fashion,Formal Shoes
HF-1987-67571,2020-02-15,2020-03-13,27,First Class,Home & Furniture,Sofas
AU-2000-52835,2020-08-18,2020-09-03,16,Standard Class,Auto & Accessories,Car & Bike Care
HF-1927-84040,2010-02-26,2010-03-11,13,First Class,Home & Furniture,Curtains
HF-2011-84052,2010-03-29,2010-04-17,19,Standard Class,Home & Furniture,Curtains
EL-1901-67218,2013-02-20,2013-02-22,2,First Class,Electronics,Mixer/Juicer
FA-1943-18489,2019-02-01,2019-03-01,28,First Class,Fashion,Sports Wear
EL-1953-58350,2016-02-16,2016-03-12,25,First Class,Electronics,Iron
HF-1931-54180,2018-03-28,2018-03-31,3,First Class,Home & Furniture,Sofas
FA-1920-20631,2021-07-21,2021-07-25,4,First Class,Fashion,Casual Shoes
EL-1991-99253,2020-10-29,2020-11-12,14,First Class,Electronics,Iron
FA-1953-91924,2015-01-13,2015-01-16,3,Standard Class,Fashion,T-Shirts
FA-1977-54021,2017-01-05,2017-01-18,13,Standard Class,Fashion,Sneakers
EL-2024-77854,2018-09-29,2018-10-22,23,Standard Class,Electronics,Samsung Mobile
HF-1938-26745,2021-10-28,2021-10-30,2,First Class,Home & Furniture,Dining Tables
EL-2022-71119,2022-08-21,2022-08-25,4,First Class,Electronics,Watch
FA-1932-18259,2011-05-18,2011-06-07,20,Standard Class,Fashion,Sports Wear
AU-2017-17600,2017-12-14,2018-01-09,26,Standard Class,Auto & Accessories,Car Seat Covers
AU-2010-10317,2021-03-09,2021-03-16,7,Standard Class,Auto & Accessories,Car Body Covers
HF-1901-49872,2010-06-07,2010-06-10,3,Standard Class,Home & Furniture,Bed Sheets
AU-1988-31663,2014-06-09,2014-07-04,25,First Class,Auto & Accessories,Car Mat
EL-2007-22795,2018-09-30,2018-10-18,18,Standard Class,Electronics,Iron
AU-1960-61094,2021-06-12,2021-07-10,28,Standard Class,Auto & Accessories,Tyre
HF-1920-45031,2017-09-10,2017-09-28,18,First Class,Home & Furniture,Towels
AU-1977-20289,2010-07-15,2010-07-29,14,Standard Class,Auto & Accessories,Car Media Players
HF-1976-51865,2020-04-05,2020-04-19,14,First Class,Home & Furniture,Beds
EL-1931-60101,2018-10-28,2018-11-02,5,First Class,Electronics,LCD
AU-1908-89221,2020-12-28,2021-01-03,6,First Class,Auto & Accessories,Car & Bike Care
FA-2020-75438,2014-05-10,2014-05-28,18,Standard Class,Fashion,Sneakers
HF-1941-56489,2014-12-08,2015-01-06,29,First Class,Home & Furniture,Umbrella
HF-2014-91769,2019-07-30,2019-08-24,25,First Class,Home & Furniture,Dining Tables
EL-1981-58729,2012-01-11,2012-01-23,12,Standard Class,Electronics,Fans
HF-2018-46167,2022-05-04,2022-05-10,6,Standard Class,Home & Furniture,Dining Tables
FA-1934-40974,2022-09-11,2022-09-18,7,First Class,Fashion,Casual Shoes
HF-1960-73617,2021-03-19,2021-03-30,11,Standard Class,Home & Furniture,Beds
AU-2022-09243,2016-12-21,2017-01-07,17,Standard Class,Auto & Accessories,Bike Tyres
AU-1979-31201,2022-11-08,2022-11-29,21,First Class,Auto & Accessories,Tyre
AU-1902-41831,2017-10-08,2017-10-18,10,Standard Class,Auto & Accessories,Car Body Covers
AU-1965-05606,2014-01-22,2014-02-18,27,Standard Class,Auto & Accessories,Car Speakers
AU-1923-98733,2017-08-23,2017-09-19,27,Standard Class,Auto & Accessories,Car Seat Covers
FA-1952-83291,2014-05-24,2014-06-04,11,First Class,Fashion,Sneakers
AU-1943-29204,2018-11-03,2018-11-19,16,First Class,Auto & Accessories,Car Mat
FA-1913-43974,2016-02-08,2016-02-10,2,Standard Class,Fashion,Formal Shoes
FA-2003-58322,2012-03-19,2012-03-20,1,First Class,Fashion,Running Shoes
EL-1945-20800,2020-08-18,2020-09-16,29,Standard Class,Electronics,Iron
HF-1939-46205,2013-10-03,2013-10-26,23,First Class,Home & Furniture,Shoe Rack
FA-1916-98268,2020-12-26,2021-01-03,8,Standard Class,Fashion,T-Shirts
EL-2024-74281,2016-09-07,2016-10-07,30,First Class,Electronics,Tablet
AU-1949-03050,2018-08-26,2018-09-09,14,Standard Class,Auto & Accessories,Car Speakers
HF-2021-56224,2012-01-03,2012-01-04,1,Standard Class,Home & Furniture,Beds
HF-1920-23822,2017-09-11,2017-09-28,17,Standard Class,Home & Furniture,Beds
FA-1936-84440,2017-06-12,2017-07-08,26,Standard Class,Fashion,Formal Shoes
FA-1929-25456,2014-11-04,2014-11-06,2,First Class,Fashion,Casual Shoes
FA-1926-24462,2014-03-19,2014-03-24,5,First Class,Fashion,Shirts
FA-1920-19864,2023-03-24,2023-03-25,1,First Class,Fashion,T-Shirts
FA-2006-87497,2021-12-05,2022-01-04,30,First Class,Fashion,Suits
HF-1997-83360,2013-02-14,2013-02-21,7,Standard Class,Home & Furniture,Dining Tables
EL-1900-25478,2012-03-15,2012-03-29,14,First Class,Electronics,LCD
AU-1943-81705,2015-06-19,2015-06-25,6,First Class,Auto & Accessories,Bike Tyres
HF-2013-52658,2015-09-19,2015-10-13,24,First Class,Home & Furniture,Dining Tables
FA-1981-89624,2018-04-22,2018-05-22,30,Standard Class,Fashion,Casual Shoes
EL-1950-88429,2022-05-27,2022-06-03,7,Standard Class,Electronics,LED
EL-1922-52410,2017-03-26,2017-04-05,10,First Class,Electronics,LED
FA-2015-66559,2014-09-07,2014-10-01,24,First Class,Fashion,Shirts
AU-1994-11505,2021-05-23,2021-06-01,9,First Class,Auto & Accessories,Car Seat Covers
HF-1987-66902,2010-11-07,2010-11-09,2,First Class,Home & Furniture,Sofas
AU-1929-27042,2017-11-15,2017-11-23,8,Standard Class,Auto & Accessories,Car Mat
FA-1927-67183,2016-12-14,2016-12-22,8,Standard Class,Fashion,Running Shoes
FA-1971-33780,2017-04-01,2017-04-22,21,First Class,Fashion,Suits
AU-2024-45046,2019-05-24,2019-05-26,2,First Class,Auto & Accessories,Car Pillow & Neck Rest
FA-1917-97445,2010-02-10,2010-02-26,16,Standard Class,Fashion,Sports Wear
AU-1943-52346,2013-02-18,2013-03-19,29,First Class,Auto & Accessories,Car Media Players
FA-1947-55762,2017-06-13,2017-07-01,18,Standard Class,Fashion,Sneakers
HF-1946-31642,2013-08-10,2013-08-27,17,Standard Class,Home & Furniture,Curtains
EL-1941-45907,2019-10-07,2019-10-11,4,Standard Class,Electronics,Keyboard
EL-1976-29481,2015-02-11,2015-02-19,8,First Class,Electronics,Watch
HF-1963-30150,2018-08-09,2018-09-08,30,First Class,Home & Furniture,Beds
EL-1910-57374,2022-06-30,2022-07-17,17,First Class,Electronics,Keyboard
EL-1977-92945,2014-04-10,2014-04-25,15,First Class,Electronics,Apple Laptop
EL-1967-02684,2022-11-21,2022-12-05,14,First Class,Electronics,Fans
HF-1939-88093,2023-05-20,2023-06-07,18,First Class,Home & Furniture,Umbrella
FA-1999-80402,2022-05-16,2022-06-15,30,First Class,Fashion,Running Shoes
AU-2008-34316,2022-04-06,2022-04-13,7,First Class,Auto & Accessories,Car Pillow & Neck Rest
HF-1928-06018,2014-09-07,2014-09-09,2,First Class,Home & Furniture,Beds
FA-1936-05960,2016-11-03,2016-11-28,25,Standard Class,Fashion,Suits
EL-2009-34026,2011-01-15,2011-01-25,10,First Class,Electronics,Apple Laptop
FA-1906-36022,2020-06-22,2020-06-25,3,First Class,Fashion,Sports Wear
HF-1916-76531,2016-11-25,2016-12-02,7,Standard Class,Home & Furniture,Dinner Crockery
EL-1970-30512,2016-05-04,2016-05-29,25,Standard Class,Electronics,Fans
AU-2004-28532,2012-03-05,2012-03-09,4,Standard Class,Auto & Accessories,Car Body Covers
FA-2018-90091,2023-08-05,2023-09-02,28,Standard Class,Fashion,T-Shirts
FA-1954-40618,2019-02-27,2019-03-02,3,First Class,Fashion,Suits
FA-2013-05059,2011-12-06,2011-12-07,1,Standard Class,Fashion,Formal Shoes
HF-1929-90166,2021-07-08,2021-08-05,28,Standard Class,Home & Furniture,Curtains
EL-1909-91640,2017-09-07,2017-09-09,2,Standard Class,Electronics,LCD
EL-1961-68475,2014-09-16,2014-10-07,21,First Class,Electronics,Iron
EL-2020-30824,2022-02-25,2022-03-06,9,Standard Class,Electronics,Watch
FA-1959-70432,2021-11-15,2021-11-22,7,First Class,Fashion,Sports Wear
HF-1907-90163,2019-01-20,2019-01-21,1,First Class,Home & Furniture,Dining Tables
HF-1958-00645,2019-05-17,2019-05-22,5,Standard Class,Home & Furniture,Dining Tables
EL-1980-04308,2022-06-07,2022-07-02,25,Standard Class,Electronics,Keyboard
AU-1923-04540,2021-09-01,2021-09-21,20,Standard Class,Auto & Accessories,Bike Tyres
FA-1985-55821,2013-01-29,2013-02-11,13,Standard Class,Fashion,Running Shoes
HF-1997-33466,2015-01-12,2015-02-01,20,First Class,Home & Furniture,Sofas
EL-1987-31319,2020-06-01,2020-06-16,15,Standard Class,Electronics,Tablet
HF-2008-45876,2022-08-31,2022-09-22,22,Standard Class,Home & Furniture,Curtains
EL-1910-90701,2016-07-24,2016-08-09,16,First Class,Electronics,LCD
AU-1942-81033,2017-07-10,2017-07-18,8,First Class,Auto & Accessories,Car Speakers
HF-2010-57035,2013-01-07,2013-01-19,12,First Class,Home & Furniture,Dining Tables
EL-1989-50052,2021-04-02,2021-04-30,28,First Class,Electronics,Tablet
HF-1936-85416,2019-04-24,2019-05-09,15,First Class,Home & Furniture,Shoe Rack
FA-2023-30025,2022-12-28,2023-01-03,6,Standard Class,Fashion,Shirts
HF-2010-14046,2022-07-21,2022-07-28,7,Standard Class,Home & Furniture,Umbrella
FA-1954-83203,2013-02-16,2013-03-06,18,Standard Class,Fashion,Casual Shoes
EL-2022-22363,2015-05-15,2015-06-13,29,First Class,Electronics,Samsung Mobile
FA-1970-07309,2023-04-29,2023-05-24,25,Standard Class,Fashion,Suits
HF-1935-35296,2021-08-25,2021-09-13,19,First Class,Home & Furniture,Shoe Rack
HF-1958-71965,2020-02-29,2020-03-03,3,First Class,Home & Furniture,Dining Tables
HF-1915-78914,2010-08-11,2010-09-06,26,First Class,Home & Furniture,Umbrella
FA-1944-78234,2013-01-06,2013-01-17,11,Standard Class,Fashion,Casual Shoes
EL-2021-12388,2012-07-26,2012-07-29,3,First Class,Electronics,Fans
AU-1906-98275,2022-06-06,2022-06-11,5,Standard Class,Auto & Accessories,Car Body Covers
AU-1967-89265,2019-07-24,2019-07-25,1,First Class,Auto & Accessories,Car Pillow & Neck Rest
FA-1979-56039,2019-07-05,2019-07-10,5,First Class,Fashion,Running Shoes
HF-1946-38752,2020-09-03,2020-09-23,20,Standard Class,Home & Furniture,Umbrella
HF-1921-82448,2011-10-03,2011-11-01,29,Standard Class,Home & Furniture,Dining Tables
FA-1947-99517,2017-11-02,2017-11-15,13,Standard Class,Fashion,Sneakers
FA-1921-67805,2020-03-27,2020-04-12,16,Standard Class,Fashion,Sports Wear
EL-1954-78167,2010-02-06,2010-02-22,16,First Class,Electronics,Samsung Mobile
HF-1954-60080,2022-10-16,2022-10-30,14,Standard Class,Home & Furniture,Shoe Rack
FA-1977-78515,2016-04-06,2016-04-07,1,First Class,Fashion,Sneakers
FA-1932-21945,2010-06-03,2010-06-12,9,Standard Class,Fashion,Sneakers
EL-1903-75062,2016-03-23,2016-04-20,28,First Class,Electronics,LED
EL-1915-35561,2016-03-01,2016-03-19,18,Standard Class,Electronics,LED
AU-1932-54338,2023-08-27,2023-09-07,11,Standard Class,Auto & Accessories,Car Media Players
HF-1983-98698,2017-03-20,2017-04-18,29,First Class,Home & Furniture,Sofas
EL-1990-64262,2012-08-03,2012-08-08,5,Standard Class,Electronics,Mouse
EL-1922-41569,2019-08-18,2019-09-04,17,Standard Class,Electronics,Fans
FA-1960-99848,2017-03-22,2017-04-04,13,Standard Class,Fashion,T-Shirts
EL-1982-29864,2020-05-27,2020-06-18,22,First Class,Electronics,Keyboard
HF-1963-89759,2013-05-09,2013-05-20,11,First Class,Home & Furniture,Beds
HF-2006-25839,2010-07-20,2010-08-03,14,Standard Class,Home & Furniture,Beds
AU-2017-89348,2022-06-17,2022-07-07,20,First Class,Auto & Accessories,Car Speakers
HF-1940-01691,2018-12-22,2019-01-06,15,Standard Class,Home & Furniture,Bed Sheets
HF-1923-81524,2016-07-07,2016-07-20,13,Standard Class,Home & Furniture,Sofas
HF-1908-53569,2019-02-20,2019-03-06,14,Standard Class,Home & Furniture,Umbrella
AU-1935-37633,2021-05-28,2021-06-12,15,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
HF-1910-36463,2010-12-28,2011-01-26,29,First Class,Home & Furniture,Dinner Crockery
HF-2024-78404,2022-04-21,2022-05-17,26,Standard Class,Home & Furniture,Dining Tables
HF-1986-35357,2015-04-07,2015-04-24,17,Standard Class,Home & Furniture,Bed Sheets
AU-1938-71329,2013-02-15,2013-03-12,25,First Class,Auto & Accessories,Tyre
EL-1984-77224,2018-03-29,2018-04-25,27,Standard Class,Electronics,Apple Laptop
AU-2015-20143,2018-02-12,2018-02-15,3,Standard Class,Auto & Accessories,Car Seat Covers
EL-2020-45621,2013-02-19,2013-03-08,17,Standard Class,Electronics,Apple Laptop
AU-1990-93799,2015-05-25,2015-06-16,22,First Class,Auto & Accessories,Car Media Players
AU-1959-95800,2016-10-19,2016-10-23,4,First Class,Auto & Accessories,Car Speakers
FA-1950-17580,2016-08-08,2016-08-11,3,First Class,Fashion,Suits
FA-1944-91630,2019-10-19,2019-10-31,12,Standard Class,Fashion,Casual Shoes
HF-1946-14881,2010-08-20,2010-09-19,30,Standard Class,Home & Furniture,Towels
HF-1912-27927,2015-05-13,2015-06-06,24,First Class,Home & Furniture,Dinner Crockery
AU-1962-43510,2019-01-22,2019-01-30,8,Standard Class,Auto & Accessories,Car Body Covers
EL-2000-57727,2017-06-21,2017-07-19,28,Standard Class,Electronics,Fans
FA-1944-24319,2010-06-16,2010-07-14,28,Standard Class,Fashion,T-Shirts
FA-2012-37534,2021-05-29,2021-06-22,24,Standard Class,Fashion,T-Shirts
HF-1985-86966,2023-04-14,2023-04-23,9,First Class,Home & Furniture,Towels
EL-1963-18721,2014-11-07,2014-11-21,14,Standard Class,Electronics,Tablet
AU-1972-63604,2012-08-21,2012-08-22,1,Standard Class,Auto & Accessories,Car Mat
FA-1912-68818,2012-02-26,2012-03-05,8,Standard Class,Fashion,Shirts
AU-1901-35669,2010-11-18,2010-12-15,27,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
AU-1980-76744,2010-01-30,2010-02-01,2,First Class,Auto & Accessories,Car Speakers
FA-1996-02525,2018-10-02,2018-10-21,19,Standard Class,Fashion,Sports Wear
EL-2015-40913,2021-09-05,2021-09-15,10,First Class,Electronics,Apple Laptop
EL-1910-16085,2022-03-23,2022-03-27,4,Standard Class,Electronics,Tablet
EL-1977-97483,2020-09-24,2020-10-05,11,Standard Class,Electronics,LED
AU-1935-31835,2010-04-25,2010-05-21,26,Standard Class,Auto & Accessories,Bike Tyres
HF-1902-59869,2011-02-04,2011-02-23,19,Standard Class,Home & Furniture,Dining Tables
FA-1907-82349,2018-10-31,2018-11-05,5,First Class,Fashion,Shirts
HF-1989-12414,2022-07-03,2022-07-17,14,Standard Class,Home & Furniture,Towels
HF-1946-13657,2022-12-18,2023-01-15,28,First Class,Home & Furniture,Umbrella
EL-1904-72194,2014-09-11,2014-09-25,14,First Class,Electronics,Watch
AU-1983-62083,2010-04-11,2010-04-20,9,First Class,Auto & Accessories,Car Body Covers
HF-1929-29342,2018-08-04,2018-08-12,8,Standard Class,Home & Furniture,Curtains
FA-1944-72711,2013-06-14,2013-07-07,23,Standard Class,Fashion,Sports Wear
AU-1907-20345,2021-01-15,2021-01-22,7,Standard Class,Auto & Accessories,Tyre
FA-2013-13147,2020-02-29,2020-03-05,5,First Class,Fashion,Formal Shoes
FA-1919-87574,2012-09-09,2012-09-11,2,First Class,Fashion,Casual Shoes
AU-1976-29368,2017-09-12,2017-09-28,16,First Class,Auto & Accessories,Car & Bike Care
HF-1905-42020,2022-02-28,2022-03-02,2,Standard Class,Home & Furniture,Dinner Crockery
EL-1950-39717,2016-03-25,2016-04-05,11,Standard Class,Electronics,Tablet
EL-1914-54547,2017-04-18,2017-05-10,22,Standard Class,Electronics,Iron
HF-1936-32642,2015-11-28,2015-12-13,15,Standard Class,Home & Furniture,Umbrella
AU-1934-18612,2022-06-17,2022-07-04,17,Standard Class,Auto & Accessories,Car & Bike Care
EL-1955-78602,2014-08-10,2014-08-29,19,Standard Class,Electronics,Mixer/Juicer
HF-1929-77559,2014-08-05,2014-08-08,3,Standard Class,Home & Furniture,Shoe Rack
HF-1940-66919,2015-08-30,2015-09-24,25,Standard Class,Home & Furniture,Dinner Crockery
AU-1904-33268,2012-03-04,2012-03-21,17,Standard Class,Auto & Accessories,Tyre
HF-1948-94275,2018-10-20,2018-11-14,25,First Class,Home & Furniture,Umbrella
EL-1948-55939,2016-06-17,2016-07-15,28,First Class,Electronics,Fans
FA-1972-05794,2012-04-12,2012-05-12,30,Standard Class,Fashion,Running Shoes
HF-1980-85268,2018-05-07,2018-05-29,22,Standard Class,Home & Furniture,Shoe Rack
HF-1998-19950,2018-11-17,2018-12-05,18,Standard Class,Home & Furniture,Towels
EL-1974-68655,2019-04-03,2019-04-16,13,First Class,Electronics,Samsung Mobile
EL-1960-14346,2015-04-25,2015-05-16,21,First Class,Electronics,LCD
HF-1950-40144,2023-01-01,2023-01-15,14,Standard Class,Home & Furniture,Towels
HF-1992-04671,2012-04-26,2012-04-30,4,Standard Class,Home & Furniture,Dining Tables
