Order_ID,Order_Date,Shipping_Date,Aging,Ship_Mode,Product_Category,Product
FA-1924-65972,2017-07-19,2017-08-01,13,First Class,Fashion,Suits
HF-1998-21888,2016-05-13,2016-05-15,2,First Class,Home & Furniture,Shoe Rack
EL-1981-60151,2013-05-22,2013-06-15,24,First Class,Electronics,LED
EL-1903-18776,2021-10-07,2021-10-16,9,Standard Class,Electronics,Keyboard
AU-1981-99608,2021-05-21,2021-06-13,23,First Class,Auto & Accessories,Tyre
FA-2022-17811,2015-03-26,2015-04-12,17,First Class,Fashion,Sneakers
HF-1928-13237,2023-03-01,2023-03-07,6,First Class,Home & Furniture,Umbrella
AU-1902-97736,2023-03-01,2023-03-24,23,First Class,Auto & Accessories,Car Seat Covers
AU-1982-38581,2010-03-03,2010-03-19,16,First Class,Auto & Accessories,Car Speakers
EL-1909-30653,2015-09-24,2015-10-18,24,Standard Class,Electronics,Iron
AU-1960-85856,2015-04-05,2015-04-16,11,Standard Class,Auto & Accessories,Car Speakers
FA-1994-51056,2010-12-10,2010-12-12,2,Standard Class,Fashion,Suits
EL-2023-54509,2015-03-14,2015-03-27,13,Standard Class,Electronics,Apple Laptop
FA-1940-16151,2020-03-26,2020-04-24,29,First Class,Fashion,Suits
EL-1983-99500,2018-06-10,2018-06-22,12,First Class,Electronics,LCD
HF-2008-06067,2012-03-23,2012-04-08,16,Standard Class,Home & Furniture,Curtains
EL-1957-47116,2019-10-16,2019-11-07,22,Standard Class,Electronics,Keyboard
FA-2005-03268,2018-11-23,2018-11-29,6,First Class,Fashion,Sports Wear
HF-1950-22993,2010-10-27,2010-11-06,10,First Class,Home & Furniture,Bed Sheets
EL-1925-46755,2017-03-01,2017-03-28,27,Standard Class,Electronics,Samsung Mobile
HF-1984-58713,2015-06-16,2015-07-16,30,First Class,Home & Furniture,Shoe Rack
EL-1999-10721,2014-06-28,2014-07-26,28,Standard Class,Electronics,Fans
HF-1937-43012,2015-12-11,2016-01-05,25,Standard Class,Home & Furniture,Sofas
FA-1980-62769,2013-04-05,2013-04-16,11,Standard Class,Fashion,Sports Wear
FA-1925-84883,2021-04-18,2021-05-13,25,First Class,Fashion,Suits
AU-1923-82912,2015-08-11,2015-08-31,20,First Class,Auto & Accessories,Tyre
FA-1932-94405,2023-05-23,2023-06-11,19,First Class,Fashion,Suits
EL-2011-73662,2015-04-23,2015-05-20,27,First Class,Electronics,Samsung Mobile
FA-1985-79854,2012-02-08,2012-02-18,10,Standard Class,Fashion,Sports Wear
EL-2007-11568,2015-07-28,2015-08-04,7,First Class,Electronics,LCD
AU-1985-57865,2023-05-15,2023-05-31,16,First Class,Auto & Accessories,Car Pillow & Neck Rest
EL-1914-34778,2011-11-15,2011-12-15,30,First Class,Electronics,Watch
AU-2006-01235,2012-03-15,2012-03-19,4,Standard Class,Auto & Accessories,Car Media Players
EL-1959-44772,2021-11-06,2021-11-20,14,First Class,Electronics,LED
EL-1981-51841,2011-12-10,2011-12-27,17,Standard Class,Electronics,Mixer/Juicer
FA-1971-24849,2018-10-22,2018-11-05,14,First Class,Fashion,Suits
EL-1920-57779,2011-11-06,2011-11-16,10,First Class,Electronics,Mixer/Juicer
FA-1957-00048,2015-01-26,2015-02-15,20,Standard Class,Fashion,Sneakers
FA-1914-64018,2012-09-13,2012-09-26,13,First Class,Fashion,T-Shirts
EL-1904-26516,2015-11-17,2015-12-05,18,Standard Class,Electronics,Fans
FA-1921-41339,2019-06-16,2019-07-15,29,First Class,Fashion,Sports Wear
EL-1918-67058,2018-06-14,2018-07-01,17,Standard Class,Electronics,Keyboard
FA-1903-88913,2021-06-18,2021-07-10,22,Standard Class,Fashion,Sneakers
AU-1959-91562,2014-02-08,2014-02-22,14,Standard Class,Auto & Accessories,Car Body Covers
AU-2001-88371,2022-09-26,2022-10-18,22,First Class,Auto & Accessories,Bike Tyres
FA-1989-58559,2023-03-11,2023-04-06,26,First Class,Fashion,Sports Wear
FA-1977-15135,2017-03-19,2017-03-26,7,First Class,Fashion,Formal Shoes
EL-1942-70635,2016-12-22,2017-01-14,23,Standard Class,Electronics,LED
EL-1905-37664,2022-10-11,2022-11-05,25,First Class,Electronics,LED
HF-1953-17141,2020-04-21,2020-05-13,22,Standard Class,Home & Furniture,Bed Sheets
AU-1902-35144,2014-02-25,2014-02-27,2,First Class,Auto & Accessories,Car & Bike Care
HF-1924-48450,2022-01-14,2022-01-16,2,First Class,Home & Furniture,Towels
FA-1998-10309,2020-06-03,2020-06-15,12,First Class,Fashion,Sports Wear
HF-1984-27248,2022-05-13,2022-05-30,17,First Class,Home & Furniture,Dinner Crockery
FA-1901-13463,2012-12-21,2013-01-16,26,Standard Class,Fashion,Shirts
HF-1974-20455,2014-05-13,2014-06-05,23,First Class,Home & Furniture,Bed Sheets
FA-1901-11096,2014-04-18,2014-04-27,9,First Class,Fashion,Sneakers
HF-1978-77586,2012-06-21,2012-06-24,3,Standard Class,Home & Furniture,Sofas
FA-1902-52963,2017-04-11,2017-05-07,26,First Class,Fashion,T-Shirts
AU-1998-19511,2012-11-13,2012-12-03,20,First Class,Auto & Accessories,Car Speakers
AU-1947-65742,2022-05-05,2022-05-12,7,Standard Class,Auto & Accessories,Car Seat Covers
FA-2017-67775,2016-08-03,2016-08-25,22,First Class,Fashion,Running Shoes
FA-1959-48175,2010-10-01,2010-10-24,23,First Class,Fashion,Shirts
AU-1935-99826,2023-08-22,2023-09-01,10,Standard Class,Auto & Accessories,Car Seat Covers
EL-1902-19297,2023-01-16,2023-01-28,12,Standard Class,Electronics,Mixer/Juicer
FA-1998-80895,2020-03-18,2020-04-07,20,Standard Class,Fashion,Casual Shoes
HF-2018-34190,2018-12-14,2018-12-31,17,Standard Class,Home & Furniture,Umbrella
AU-1926-46785,2019-07-23,2019-08-01,9,First Class,Auto & Accessories,Car Seat Covers
EL-1910-69175,2021-02-01,2021-02-14,13,First Class,Electronics,Tablet
FA-2023-48410,2020-10-05,2020-11-01,27,Standard Class,Fashion,Running Shoes
HF-1913-83785,2014-01-08,2014-01-09,1,Standard Class,Home & Furniture,Dinner Crockery
EL-1971-81244,2015-01-10,2015-02-07,28,Standard Class,Electronics,Mixer/Juicer
HF-1911-62441,2011-10-09,2011-10-31,22,Standard Class,Home & Furniture,Curtains
EL-1905-35548,2014-06-13,2014-06-16,3,Standard Class,Electronics,LED
EL-2001-13649,2017-04-17,2017-04-19,2,Standard Class,Electronics,Mouse
FA-2005-87907,2011-08-28,2011-09-15,18,Standard Class,Fashion,T-Shirts
EL-1911-85039,2011-12-21,2012-01-20,30,First Class,Electronics,Mouse
EL-2021-77335,2015-02-08,2015-02-26,18,Standard Class,Electronics,Apple Laptop
AU-1978-81685,2021-07-23,2021-08-05,13,First Class,Auto & Accessories,Car & Bike Care
EL-1984-95942,2015-11-11,2015-11-24,13,First Class,Electronics,LCD
FA-1991-67786,2011-08-27,2011-09-21,25,First Class,Fashion,Sneakers
AU-2024-78073,2011-11-30,2011-12-23,23,First Class,Auto & Accessories,Tyre
EL-1978-20859,2015-12-30,2016-01-06,7,Standard Class,Electronics,Samsung Mobile
AU-2013-00112,2011-11-11,2011-12-09,28,First Class,Auto & Accessories,Tyre
EL-1934-40613,2011-08-05,2011-08-20,15,Standard Class,Electronics,Tablet
AU-1905-24757,2018-12-14,2019-01-02,19,First Class,Auto & Accessories,Car Mat
HF-2009-33531,2022-07-26,2022-07-29,3,First Class,Home & Furniture,Bed Sheets
EL-1911-13386,2021-01-20,2021-01-24,4,First Class,Electronics,Keyboard
HF-1935-64983,2022-08-18,2022-09-12,25,Standard Class,Home & Furniture,Umbrella
HF-1976-32345,2021-02-26,2021-03-15,17,Standard Class,Home & Furniture,Dining Tables
HF-1966-40667,2020-04-07,2020-04-14,7,Standard Class,Home & Furniture,Shoe Rack
HF-1946-43927,2016-05-31,2016-06-13,13,First Class,Home & Furniture,Towels
HF-2009-94174,2013-07-19,2013-08-18,30,Standard Class,Home & Furniture,Sofas
HF-1935-51046,2022-07-19,2022-08-14,26,Standard Class,Home & Furniture,Shoe Rack
EL-2003-35946,2020-04-10,2020-04-12,2,Standard Class,Electronics,Watch
HF-1940-45653,2010-06-07,2010-06-12,5,First Class,Home & Furniture,Dining Tables
FA-1994-70726,2011-05-26,2011-06-09,14,Standard Class,Fashion,Formal Shoes
AU-1982-18726,2022-10-17,2022-11-12,26,First Class,Auto & Accessories,Car Media Players
AU-1901-20374,2019-04-29,2019-05-12,13,First Class,Auto & Accessories,Car & Bike Care
HF-2003-67112,2013-03-30,2013-04-02,3,Standard Class,Home & Furniture,Shoe Rack
AU-1994-76406,2016-11-01,2016-11-09,8,Standard Class,Auto & Accessories,Car Speakers
FA-1941-38055,2012-01-27,2012-02-15,19,Standard Class,Fashion,Casual Shoes
AU-1921-75069,2010-12-30,2011-01-03,4,First Class,Auto & Accessories,Car Media Players
HF-1939-70140,2011-06-02,2011-06-08,6,First Class,Home & Furniture,Bed Sheets
EL-2013-06938,2017-01-18,2017-01-26,8,Standard Class,Electronics,Apple Laptop
EL-1916-02475,2013-04-13,2013-05-08,25,First Class,Electronics,Fans
AU-1919-34920,2010-03-14,2010-03-26,12,First Class,Auto & Accessories,Car & Bike Care
FA-1978-38319,2013-03-06,2013-03-27,21,Standard Class,Fashion,Sneakers
FA-1902-00979,2015-04-01,2015-04-16,15,First Class,Fashion,Running Shoes
HF-1928-81199,2022-04-21,2022-04-26,5,Standard Class,Home & Furniture,Curtains
AU-1991-76793,2019-12-20,2020-01-17,28,Standard Class,Auto & Accessories,Car & Bike Care
EL-2008-09512,2012-04-09,2012-04-16,7,First Class,Electronics,Mouse
FA-2018-74637,2013-03-16,2013-03-20,4,Standard Class,Fashion,Formal Shoes
FA-1930-91419,2010-09-07,2010-09-11,4,Standard Class,Fashion,Suits
FA-1906-24881,2023-07-03,2023-07-15,12,Standard Class,Fashion,Shirts
EL-1965-88279,2012-05-23,2012-05-28,5,First Class,Electronics,Mixer/Juicer
HF-1944-07832,2010-04-13,2010-05-11,28,First Class,Home & Furniture,Beds
FA-1975-04806,2022-04-27,2022-05-26,29,Standard Class,Fashion,Sports Wear
HF-1955-53480,2011-07-02,2011-07-28,26,Standard Class,Home & Furniture,Bed Sheets
AU-1968-56906,2020-10-25,2020-11-03,9,Standard Class,Auto & Accessories,Bike Tyres
EL-2011-19105,2019-03-18,2019-03-21,3,First Class,Electronics,Keyboard
FA-2024-84530,2012-04-05,2012-04-14,9,First Class,Fashion,Shirts
AU-1973-27917,2022-05-25,2022-06-03,9,First Class,Auto & Accessories,Car Pillow & Neck Rest
HF-1915-29722,2013-06-02,2013-06-11,9,Standard Class,Home & Furniture,Shoe Rack
HF-1928-07997,2011-03-12,2011-03-30,18,Standard Class,Home & Furniture,Towels
EL-1945-68853,2022-06-06,2022-06-23,17,Standard Class,Electronics,LED
AU-2023-38919,2016-12-27,2016-12-28,1,First Class,Auto & Accessories,Car Media Players
FA-1941-15746,2010-01-07,2010-01-12,5,First Class,Fashion,Sports Wear
FA-1977-45888,2015-02-15,2015-02-25,10,First Class,Fashion,Suits
FA-1990-14400,2022-12-27,2023-01-04,8,First Class,Fashion,Formal Shoes
HF-1951-85542,2012-09-27,2012-09-30,3,Standard Class,Home & Furniture,Dinner Crockery
FA-1948-70791,2016-11-30,2016-12-05,5,Standard Class,Fashion,Sneakers
EL-1977-04108,2018-11-18,2018-11-24,6,Standard Class,Electronics,Iron
HF-1993-61038,2019-09-04,2019-09-11,7,Standard Class,Home & Furniture,Shoe Rack
EL-2020-19569,2015-08-21,2015-08-25,4,First Class,Electronics,Fans
EL-1945-59115,2013-07-01,2013-07-04,3,First Class,Electronics,Fans
FA-1985-58252,2012-12-31,2013-01-18,18,First Class,Fashion,Formal Shoes
AU-1969-43763,2018-08-10,2018-08-21,11,First Class,Auto & Accessories,Car Speakers
EL-1907-44047,2015-03-29,2015-04-12,14,First Class,Electronics,Mouse
HF-1986-31329,2016-08-30,2016-09-29,30,Standard Class,Home & Furniture,Dining Tables
FA-1976-99729,2021-03-24,2021-04-15,22,Standard Class,Fashion,Suits
AU-1967-67608,2014-08-16,2014-08-22,6,First Class,Auto & Accessories,Tyre
HF-1940-80759,2020-03-19,2020-04-07,19,First Class,Home & Furniture,Shoe Rack
HF-1907-05066,2010-06-22,2010-06-26,4,Standard Class,Home & Furniture,Dinner Crockery
AU-1991-23977,2019-08-07,2019-08-22,15,First Class,Auto & Accessories,Car Speakers
AU-1936-42278,2012-02-21,2012-03-04,12,First Class,Auto & Accessories,Car Seat Covers
FA-1983-35303,2011-02-23,2011-03-14,19,First Class,Fashion,Sports Wear
FA-1984-28460,2019-07-05,2019-07-24,19,First Class,Fashion,Running Shoes
FA-2017-33210,2010-10-11,2010-11-07,27,First Class,Fashion,Running Shoes
HF-1938-03443,2022-01-24,2022-02-21,28,Standard Class,Home & Furniture,Curtains
FA-1908-73529,2014-07-14,2014-07-15,1,First Class,Fashion,T-Shirts
FA-1924-60458,2021-04-10,2021-04-27,17,First Class,Fashion,T-Shirts
AU-2015-83659,2016-05-30,2016-05-31,1,First Class,Auto & Accessories,Car Speakers
FA-2018-98824,2016-09-03,2016-09-05,2,Standard Class,Fashion,T-Shirts
HF-1990-91141,2016-05-12,2016-05-16,4,Standard Class,Home & Furniture,Sofas
AU-1936-94276,2010-05-19,2010-06-09,21,First Class,Auto & Accessories,Tyre
HF-1969-16945,2015-06-02,2015-06-29,27,First Class,Home & Furniture,Umbrella
EL-1976-22775,2022-02-01,2022-02-15,14,First Class,Electronics,Samsung Mobile
HF-2005-28052,2016-12-15,2017-01-09,25,First Class,Home & Furniture,Dining Tables
AU-1979-60367,2012-05-08,2012-05-16,8,Standard Class,Auto & Accessories,Car Body Covers
EL-2010-93787,2018-07-14,2018-08-11,28,First Class,Electronics,Fans
EL-1924-17177,2015-05-29,2015-06-18,20,First Class,Electronics,Mouse
EL-1985-36818,2013-11-29,2013-12-18,19,Standard Class,Electronics,Samsung Mobile
EL-1957-39064,2013-02-19,2013-02-26,7,First Class,Electronics,Mouse
FA-1932-29982,2014-09-01,2014-09-07,6,Standard Class,Fashion,Suits
EL-1921-61902,2019-02-27,2019-03-16,17,First Class,Electronics,LCD
AU-1948-49318,2022-01-07,2022-01-15,8,Standard Class,Auto & Accessories,Tyre
HF-1953-61027,2014-01-31,2014-02-13,13,First Class,Home & Furniture,Sofas
AU-1929-90229,2011-10-30,2011-11-17,18,Standard Class,Auto & Accessories,Bike Tyres
HF-1943-42799,2013-09-24,2013-10-24,30,Standard Class,Home & Furniture,Umbrella
EL-1954-69120,2020-11-24,2020-12-06,12,Standard Class,Electronics,Apple Laptop
AU-2001-50804,2019-09-09,2019-09-14,5,First Class,Auto & Accessories,Car Pillow & Neck Rest
AU-2005-04890,2020-03-28,2020-04-13,16,First Class,Auto & Accessories,Car Pillow & Neck Rest
HF-2023-27986,2013-03-17,2013-04-07,21,First Class,Home & Furniture,Dining Tables
FA-1986-52448,2013-08-04,2013-08-14,10,Standard Class,Fashion,Shirts
HF-1936-95816,2019-10-22,2019-10-26,4,First Class,Home & Furniture,Dinner Crockery
HF-1986-63726,2018-11-03,2018-11-18,15,First Class,Home & Furniture,Beds
EL-1999-01777,2020-01-06,2020-02-03,28,First Class,Electronics,LED
FA-1983-79885,2017-10-18,2017-11-08,21,First Class,Fashion,Sneakers
HF-1919-23138,2018-08-26,2018-09-11,16,First Class,Home & Furniture,Beds
EL-1973-46246,2010-05-31,2010-06-25,25,First Class,Electronics,LCD
HF-1958-06341,2012-12-07,2012-12-20,13,Standard Class,Home & Furniture,Dinner Crockery
FA-2020-61404,2015-01-21,2015-02-10,20,First Class,Fashion,Sneakers
HF-1914-75428,2015-11-15,2015-11-23,8,First Class,Home & Furniture,Bed Sheets
HF-1907-24374,2021-09-25,2021-09-27,2,First Class,Home & Furniture,Dining Tables
AU-1902-66163,2011-11-21,2011-12-09,18,First Class,Auto & Accessories,Car Body Covers
HF-1992-37323,2013-01-13,2013-02-12,30,Standard Class,Home & Furniture,Beds
EL-1954-84076,2022-05-02,2022-06-01,30,First Class,Electronics,Mixer/Juicer
EL-2001-65044,2015-05-29,2015-06-13,15,First Class,Electronics,LCD
HF-2018-94270,2019-12-13,2019-12-26,13,Standard Class,Home & Furniture,Sofas
FA-1997-52470,2011-07-05,2011-07-13,8,First Class,Fashion,T-Shirts
HF-1968-47665,2016-05-15,2016-06-01,17,First Class,Home & Furniture,Towels
EL-1985-00347,2010-06-27,2010-07-08,11,Standard Class,Electronics,Apple Laptop
HF-1994-25888,2023-01-03,2023-01-08,5,First Class,Home & Furniture,Bed Sheets
HF-1971-74036,2014-09-16,2014-10-12,26,Standard Class,Home & Furniture,Shoe Rack
AU-1916-81369,2020-08-08,2020-08-22,14,Standard Class,Auto & Accessories,Car Body Covers
AU-1928-84391,2013-07-26,2013-08-11,16,First Class,Auto & Accessories,Car & Bike Care
HF-1993-91018,2010-08-12,2010-09-04,23,Standard Class,Home & Furniture,Bed Sheets
HF-1961-62246,2011-03-21,2011-03-30,9,Standard Class,Home & Furniture,Beds
EL-1948-43628,2015-10-12,2015-11-09,28,Standard Class,Electronics,Watch
HF-1977-59875,2012-03-05,2012-03-11,6,Standard Class,Home & Furniture,Beds
FA-1923-52327,2020-06-11,2020-06-14,3,Standard Class,Fashion,Running Shoes
AU-2024-03942,2018-12-16,2018-12-18,2,Standard Class,Auto & Accessories,Car Seat Covers
FA-1959-22316,2020-06-18,2020-06-25,7,First Class,Fashion,Suits
FA-1979-15609,2016-04-15,2016-04-27,12,Standard Class,Fashion,Suits
HF-2009-20238,2014-12-04,2014-12-21,17,Standard Class,Home & Furniture,Umbrella
FA-2010-62189,2012-08-22,2012-09-13,22,Standard Class,Fashion,Formal Shoes
HF-1961-46864,2017-06-15,2017-06-28,13,First Class,Home & Furniture,Umbrella
EL-1984-56049,2011-04-23,2011-05-11,18,First Class,Electronics,LED
HF-1978-38885,2012-09-12,2012-09-30,18,First Class,Home & Furniture,Sofas
FA-2011-62435,2012-01-05,2012-01-06,1,First Class,Fashion,Casual Shoes
HF-1973-46796,2013-12-05,2013-12-28,23,Standard Class,Home & Furniture,Dining Tables
