Order_ID,Agent_ID,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Customer_ID
HF-1935-25603,Agent_970645,97607177,97,6,3789,362.40,Medium,ZO2392
HF-1948-60922,Agent_1908418,27859540,01,1,3755,922.67,Critical,HC1257
AU-1922-85122,Agent_913982,56279726,21,1,5399,136.07,Low,CO7508
AU-1945-31704,Agent_2374453,42433971,21,4,8055,15.97,Critical,SF9182
HF-1967-42924,Agent_886296,59095516,64,3,3851,472.24,Critical,XP5224
HF-2017-29179,Agent_737189,17793856,97,2,0078,486.99,Critical,EI8313
EL-1920-86340,Agent_1848503,05193094,48,7,4404,990.00,High,PQ9096
AU-1960-84831,Agent_2089552,05297769,80,1,4674,272.14,Medium,GV9545
AU-1913-99989,Agent_682082,51819888,82,3,3351,603.90,Medium,YT1679
HF-1997-92814,Agent_1630342,23169262,69,5,9033,45.79,High,MV0231
FA-1991-00868,Agent_295126,39271870,17,2,8416,890.54,Critical,GE5735
HF-2009-74375,Agent_481652,51348023,21,5,6021,163.81,Medium,XG9620
HF-1983-37575,Agent_1220721,42255414,30,6,3486,623.80,High,XK6359
HF-1977-16865,Agent_2178711,05934815,66,8,3053,700.90,High,YR1153
FA-2000-99628,Agent_438872,25880380,49,9,4639,15.53,Critical,YM0831
EL-1919-33402,Agent_1643108,49669206,14,2,6519,731.14,Low,II9717
FA-1969-39230,Agent_43117,05914049,52,7,5073,661.88,Critical,GX4329
HF-1903-46090,Agent_9577,03330654,06,7,1151,628.60,Low,LG8042
AU-1915-57588,Agent_1210692,57781401,72,5,5131,189.31,Medium,EI6177
EL-1948-12678,Agent_777963,65687437,55,0,9877,402.81,High,AA0528
HF-1914-05924,Agent_415382,74870424,05,6,9932,249.78,Medium,AV0903
AU-1998-03070,Agent_1786187,66031024,19,3,4610,397.58,High,RL4509
AU-1922-44023,Agent_472964,53364085,26,5,3609,896.52,Medium,FM5848
HF-1916-09270,Agent_1595663,17814097,29,7,0667,328.25,Low,NA7726
FA-1991-71131,Agent_1204620,63535536,16,4,6603,63.56,High,AO8836
FA-1994-00783,Agent_905239,20941127,56,6,9687,492.86,High,ZI8394
AU-1940-66128,Agent_1571011,26070809,36,8,4467,103.42,High,SG9135
AU-1972-93936,Agent_285438,35717257,89,4,4094,20.00,High,VO6863
HF-1986-77914,Agent_1582029,28476971,17,5,2380,76.71,High,UD8147
FA-2005-64547,Agent_272741,27023866,35,0,3527,509.59,Medium,HE1533
FA-1925-40445,Agent_966935,14660968,26,5,2185,756.44,High,BB8242
EL-1986-84330,Agent_805120,88735657,72,5,9930,853.55,Medium,XB1408
AU-1931-34374,Agent_1260597,07537398,40,6,1615,125.72,Critical,VA3755
FA-2002-24786,Agent_1053098,01806250,49,6,8632,42.52,Medium,QY9688
AU-2017-17019,Agent_967249,52513895,17,9,6059,754.83,High,NY8117
AU-1989-84200,Agent_321507,01870880,56,8,1486,630.07,Medium,JC2591
EL-1918-40842,Agent_2401745,28852193,04,7,1427,238.78,Low,DP1339
EL-1982-44419,Agent_276755,25068522,43,0,8729,224.86,Critical,HT1071
EL-1901-96735,Agent_1193745,93769465,89,6,3249,405.52,Medium,OC4462
HF-1942-13368,Agent_84575,72083804,42,8,6090,259.46,High,PS2866
FA-1969-34031,Agent_1635210,04429839,30,0,4990,45.16,High,YB4170
EL-2017-25044,Agent_1643576,80840907,99,6,8663,267.98,Medium,NH8366
HF-1905-85819,Agent_1639916,98944625,36,0,4830,726.94,Medium,IQ6954
FA-1914-00785,Agent_1535590,64142939,67,4,2865,465.71,Medium,SL6526
FA-1969-55458,Agent_739408,45513432,34,6,8443,427.94,Medium,HZ7407
AU-2009-13969,Agent_1964384,73575034,32,9,6042,71.49,Low,PV5164
EL-1953-31395,Agent_1900040,66850043,14,5,8324,518.54,Critical,OA0966
AU-2005-78905,Agent_249835,51035041,78,1,9781,450.44,Low,PX8208
HF-1924-17635,Agent_1033090,09791675,07,6,3165,568.19,High,UZ9226
AU-2004-32677,Agent_601032,95219377,43,2,7103,668.56,High,AP1378
AU-1923-45861,Agent_87463,71180200,90,0,2993,996.89,High,WA7502
HF-2003-81242,Agent_1141468,04031313,95,5,3758,539.23,Low,GZ3459
AU-1932-02980,Agent_2379138,85799986,76,5,0167,122.94,Medium,YL4312
HF-2000-61630,Agent_147639,83768517,20,3,6738,937.68,Critical,IC2860
EL-2010-94831,Agent_1271588,46567963,75,4,8345,275.04,Critical,HC4656
HF-1931-93566,Agent_663951,37909151,09,5,0142,732.16,Critical,RW9204
FA-1913-59779,Agent_1288549,66506766,00,5,9208,750.83,Critical,EL4592
EL-2020-57290,Agent_1966258,13296674,47,7,2762,580.37,Medium,LV6146
HF-1966-59852,Agent_2072369,42172792,78,3,3190,759.88,Low,TP2496
HF-2019-96916,Agent_1020601,61470855,55,4,3106,331.08,Critical,UF8953
AU-1936-33191,Agent_340873,30610576,75,4,2149,833.07,Critical,RA5768
FA-1961-95759,Agent_635866,94988550,00,3,7674,916.47,Critical,QL7507
FA-1960-90877,Agent_2338600,71867714,82,6,8705,974.52,Critical,JV5028
FA-1906-96736,Agent_619711,07453574,82,6,3456,883.60,Critical,TD0787
EL-1932-97059,Agent_1800003,45552059,80,2,3222,370.23,High,LV7374
EL-1990-93061,Agent_2197608,15755515,16,9,5038,763.81,Medium,GA6777
FA-1919-71652,Agent_1479482,63283507,41,1,0419,968.84,High,OW2003
HF-2004-10365,Agent_2271593,64166021,04,2,9224,916.90,High,BC2091
HF-1916-35168,Agent_2315569,64552449,15,0,0346,403.49,Critical,IU6769
HF-1919-65421,Agent_25358,95089434,19,4,9531,671.99,High,FX7427
HF-1904-53134,Agent_295511,69669270,32,8,4133,989.14,Critical,YD0136
HF-1945-40547,Agent_276234,08367819,07,7,3746,807.17,Critical,BK9274
AU-1974-68569,Agent_1031468,99053476,22,8,2001,279.45,Medium,UK5581
AU-2004-96877,Agent_2136828,72788056,02,8,0100,560.69,Medium,FM6635
AU-1943-95824,Agent_50555,94792844,22,9,1272,617.38,Medium,XT0795
AU-1907-72450,Agent_69059,95539863,14,6,4292,182.89,Medium,TL8825
AU-2001-44936,Agent_1101182,88481563,15,6,0981,276.62,Medium,CD7197
FA-1957-72986,Agent_1130453,71335257,13,2,8088,729.14,High,AM3139
EL-1917-02150,Agent_1042002,36492427,59,1,3559,289.33,Low,DK5947
AU-1978-51281,Agent_408988,51137928,15,7,2135,397.66,Critical,SC4662
FA-2011-28272,Agent_2050602,32750438,19,8,5923,140.67,Low,SX2052
EL-1933-78123,Agent_1927936,20317111,93,8,8803,632.26,Critical,VG6500
AU-1953-86854,Agent_1946368,98334353,25,5,1165,81.96,High,WJ0344
EL-1961-98364,Agent_409608,15810400,72,1,6881,379.48,Low,OV3553
EL-1954-06461,Agent_1771092,00171295,79,3,6876,155.40,Critical,UK7732
FA-1922-12913,Agent_2318162,51049642,04,5,4347,971.32,High,PC8581
FA-1915-18294,Agent_805610,81392719,14,1,9435,293.78,Medium,TM4187
FA-1919-15707,Agent_1137586,11800380,57,3,2699,37.43,Low,YW3839
HF-1936-07452,Agent_1710786,72022853,26,9,9627,707.54,Low,BJ3495
FA-2014-83298,Agent_182634,95106431,38,0,3543,287.93,Low,RW9865
EL-2002-91993,Agent_2071469,39002600,46,1,8150,826.12,Medium,OA0357
EL-1918-23623,Agent_1243539,33290398,21,5,9130,586.22,Medium,LS4076
HF-1940-80874,Agent_413907,99981851,08,4,7960,294.24,Low,WB2025
HF-1906-37438,Agent_263842,40062147,20,5,2922,677.64,Critical,VZ2004
EL-1960-36918,Agent_2255536,47985766,47,6,3514,553.70,Medium,FG4796
HF-1924-35350,Agent_384471,04632106,18,3,1498,654.37,Low,QT0015
AU-1937-83870,Agent_2315976,29967840,52,4,0685,410.01,High,YJ7111
EL-2005-99241,Agent_1056876,68817409,64,0,7986,285.37,High,DW9044
EL-2003-32526,Agent_213923,15035244,63,3,2450,634.79,High,JO0167
FA-1987-45858,Agent_426777,51670282,74,6,1532,519.44,Medium,QZ7758
FA-1969-13985,Agent_1740034,92913206,40,6,6031,637.20,Critical,ZP0195
EL-1977-19751,Agent_1348411,51291070,98,3,7863,328.74,Low,RB1110
FA-1928-22485,Agent_968053,23766304,84,0,8874,423.39,Critical,NR7155
FA-1940-99747,Agent_1018201,61163483,98,3,3688,696.23,Medium,YH8931
EL-1991-16246,Agent_1282470,92324285,89,8,4300,398.23,Low,WG6233
FA-2020-13364,Agent_1004969,36555366,94,5,2919,377.30,Critical,QN9810
FA-1916-36365,Agent_2257073,80660618,32,8,7741,340.43,Low,PI5135
AU-1971-85714,Agent_1210517,09924544,09,4,2053,948.05,Critical,AF8119
FA-2015-46829,Agent_2182906,62225000,86,4,5868,480.74,Low,VK1451
HF-2010-47503,Agent_1159728,85940385,83,1,1671,680.51,Low,ZB5721
FA-1986-21723,Agent_1217069,10458698,84,8,7786,335.72,Low,VL2179
FA-1963-23456,Agent_2125853,39891514,67,7,7892,298.69,High,KX7046
EL-1949-64010,Agent_47134,50210768,14,0,9182,602.02,High,JU2927
FA-2011-11609,Agent_1741241,34057938,25,1,2678,955.06,Critical,BY1368
EL-2008-63156,Agent_76167,06693649,82,5,6099,593.34,Low,FY3962
EL-1967-87854,Agent_1410821,45658888,83,2,6617,603.65,Low,YC2323
FA-1954-21560,Agent_2180700,18655702,85,0,1138,447.52,High,MJ0163
HF-1942-48966,Agent_1677680,73605421,72,0,7555,619.33,Medium,OT3075
AU-1924-02863,Agent_1934617,31522239,06,3,4874,618.63,Medium,OB1900
AU-1951-35309,Agent_543126,65439816,06,0,1581,800.51,Medium,SU2978
HF-1934-14558,Agent_2047172,73885815,24,2,9373,196.72,Critical,HD1258
HF-1958-98862,Agent_3870,10535672,60,2,3467,205.20,High,CA3798
EL-1957-82476,Agent_368004,22897903,65,2,8293,840.93,Critical,XR1914
AU-1972-54237,Agent_935315,65775780,49,9,9618,339.29,Medium,SY6663
HF-1967-70050,Agent_547363,32290771,28,0,6662,884.12,Medium,UL8332
EL-1930-13742,Agent_391003,10039522,10,7,9274,80.72,Low,SL9041
FA-1976-96768,Agent_1090302,94956201,68,6,6098,242.43,High,RI0416
EL-2014-27701,Agent_764777,73723666,98,2,2929,297.97,Critical,BN8996
FA-1993-10424,Agent_199264,65436861,47,8,8632,123.97,Critical,XL6966
EL-1910-91716,Agent_824123,00493613,28,0,5440,248.10,Low,TQ5793
EL-1974-56094,Agent_2258698,59206214,84,8,3557,95.92,Low,OW5972
AU-1904-90459,Agent_1002274,99257699,14,6,0244,576.68,Critical,JV3672
EL-2003-87162,Agent_1521386,44529935,02,5,4446,985.95,Medium,ED8780
FA-1952-13439,Agent_1920615,01362054,55,1,4419,37.75,High,LD4288
FA-1962-82960,Agent_355146,89981782,55,5,6696,563.17,Low,LO2696
HF-1918-72925,Agent_801114,25500546,48,6,7709,570.55,High,OB0293
AU-1975-01422,Agent_174290,45154727,38,6,2306,971.52,Critical,CJ5069
EL-1951-97658,Agent_344203,14826412,68,7,0853,305.59,Medium,FD8512
HF-1977-15231,Agent_2019060,77683322,87,5,0881,932.70,Low,JO3768
AU-2020-53711,Agent_1334941,19688012,72,0,1793,850.92,Critical,BO0123
EL-1995-73247,Agent_1029123,92159052,20,7,5330,936.23,Low,SQ6402
HF-1941-84258,Agent_245747,74450867,13,5,0790,23.21,Critical,IX5319
EL-2024-10758,Agent_1165753,77579100,08,2,2711,684.72,Medium,QY9998
EL-1952-57906,Agent_1161289,68223977,26,5,0017,260.98,High,SX4670
HF-1979-58605,Agent_1004849,81639068,13,0,7170,930.35,Critical,QO2386
FA-2017-86756,Agent_2206054,95007485,69,8,6454,124.16,Low,YQ2428
AU-2018-97816,Agent_179100,04002621,30,6,3262,955.20,High,VR3827
FA-1922-80019,Agent_2105244,11616533,30,3,8086,103.25,Low,ZF5351
FA-2013-02482,Agent_848571,86452085,54,5,1907,524.70,Critical,YS3341
HF-1927-98706,Agent_1480900,92284253,55,1,6852,880.57,Medium,JL4562
HF-1934-48512,Agent_2383263,50885975,84,9,6343,944.84,Medium,NW4700
HF-1945-09336,Agent_1881304,44996030,66,1,6396,616.85,Critical,HN9559
AU-1955-34508,Agent_579583,94786333,94,9,7594,911.98,Low,DS6715
HF-1980-37486,Agent_2017661,02393637,80,8,6972,291.45,Medium,LM6370
EL-1900-19939,Agent_1148476,93276341,95,2,5562,510.31,Critical,IG3300
HF-1955-45544,Agent_1297432,03125026,45,0,9645,278.31,Critical,BX6433
HF-2009-50726,Agent_468071,53976341,89,7,3544,547.91,Low,YH4613
AU-2020-39775,Agent_1475853,11183337,68,7,3614,468.67,Critical,NP1094
FA-2002-53530,Agent_2079759,20719987,14,1,6944,563.85,Low,PM3994
HF-1903-86001,Agent_2391245,03308673,37,1,6019,30.08,High,YM5496
HF-2010-57235,Agent_907435,08507426,73,3,9222,127.01,Low,FW3695
HF-1973-41290,Agent_157696,17238567,79,0,8032,530.59,Critical,TR1854
AU-1942-42775,Agent_1288728,04832045,47,1,0726,452.92,Critical,NE1381
FA-1961-83274,Agent_1616737,94536232,62,2,8356,473.08,Critical,IV9430
EL-1931-26777,Agent_1898770,56011206,25,2,0249,700.50,Medium,TF3627
HF-1929-97310,Agent_478424,69587778,82,1,6514,758.26,High,GG0884
EL-1988-47323,Agent_2368110,85073349,71,2,3930,750.34,Medium,HJ0568
FA-2023-73679,Agent_630604,51985825,53,4,5203,600.30,Critical,IS5281
HF-1962-07173,Agent_1948861,84117117,60,1,2186,82.27,Critical,CD6656
HF-1950-52886,Agent_2146224,78274794,13,5,0919,119.91,Critical,ZN7489
EL-1945-31463,Agent_2146089,31057277,14,6,3761,512.66,Low,KF5146
HF-1945-21376,Agent_99453,95189887,10,3,2797,723.07,High,IC9456
EL-1977-57763,Agent_1435201,06479765,35,0,2941,445.46,Medium,KS6562
FA-1908-36356,Agent_1475048,65038384,83,4,8140,604.27,Low,OC9675
AU-2004-74677,Agent_766393,12884536,38,8,4792,239.55,Critical,XQ3727
HF-2017-84266,Agent_1660252,95383169,36,3,5669,797.37,High,DA5013
EL-1901-58384,Agent_793260,54133431,48,3,0691,634.56,Medium,HR5123
FA-2017-45685,Agent_1301297,57794469,08,2,2003,408.44,Low,AZ3768
AU-1924-27056,Agent_1649445,81453932,87,0,4786,382.58,High,BA8082
EL-1955-50809,Agent_1779313,02454080,32,5,6920,445.41,Medium,MB1098
FA-2021-08264,Agent_675355,67716682,01,6,5730,73.07,Medium,UQ9555
HF-1965-73232,Agent_985078,16426879,45,5,0229,918.31,Low,NC5969
AU-2008-46885,Agent_895297,91328330,60,9,1010,943.47,Medium,XI7092
FA-1981-64744,Agent_255642,58729942,99,3,9352,173.90,Critical,HF4530
EL-1964-27268,Agent_1793831,12463487,01,4,0022,169.15,Critical,VS6977
AU-1980-28752,Agent_1268575,15153026,22,4,1804,234.22,Low,DL8681
HF-1911-99101,Agent_1418669,93798591,87,9,1816,590.42,Medium,XJ5953
EL-1998-21748,Agent_777480,45394337,15,8,4009,675.68,High,YM2510
FA-2009-63246,Agent_1028718,07406667,55,5,1306,486.54,Critical,RU0495
AU-2004-88069,Agent_998215,21995515,67,9,4590,546.96,Critical,RJ8217
FA-1976-62253,Agent_807282,56554162,30,5,7113,420.14,Critical,NT4834
AU-1960-01311,Agent_1889446,39722701,60,4,9745,771.41,Critical,RK7369
EL-1923-21838,Agent_1140133,24068002,51,8,4177,469.83,Critical,CT2852
EL-1946-81448,Agent_2208573,93669804,72,7,9397,207.07,Low,DA4067
HF-1991-33268,Agent_612415,36529132,31,0,6152,605.46,High,BJ1684
EL-1925-35566,Agent_796888,97274384,00,5,0755,166.49,Medium,LM7338
EL-1927-31874,Agent_526534,55803254,35,5,1464,816.65,High,CQ5777
AU-1976-16611,Agent_583856,57517989,29,3,9466,979.47,High,FE9005
HF-1903-11081,Agent_739237,58311113,59,9,5985,401.76,Critical,EH4163
HF-1968-98971,Agent_2250040,10281156,83,6,4497,768.28,High,SD1617
HF-1943-62076,Agent_171837,64940468,15,9,2031,293.39,Low,ME3711
FA-1991-39042,Agent_1944623,19113508,56,2,3543,983.37,Low,YZ0665
EL-1995-62224,Agent_861590,33423218,57,4,1627,390.11,Medium,GR2946
AU-1904-48381,Agent_874719,82273134,53,2,6919,224.74,Critical,PD6847
AU-1992-77733,Agent_712074,13119692,35,7,9472,781.38,High,EE9959
EL-1948-11841,Agent_1278535,67569811,17,4,7610,785.09,Low,LY6365
FA-2018-45392,Agent_2039265,47783913,55,0,5010,678.98,Critical,VF9318
EL-1906-64425,Agent_670113,80720726,45,0,2233,514.25,Medium,VP5802
AU-1973-03202,Agent_292612,82315879,45,9,5982,656.01,Low,ZS3345
EL-1984-17330,Agent_1394611,70184815,57,0,9994,79.48,High,YZ0084
FA-1911-40416,Agent_1356540,45536454,96,1,6592,593.58,Critical,QZ0828
FA-1920-73022,Agent_591534,12094191,19,0,3292,176.99,Critical,HK6461
AU-1918-80748,Agent_2206443,81176069,10,3,2605,88.96,Low,OW8093
EL-1992-45611,Agent_2331989,06267950,50,5,3117,708.52,Critical,TO1787
EL-1939-29975,Agent_1914573,30969041,72,6,5375,193.75,Critical,RJ3524
EL-1960-71346,Agent_1872819,21414908,13,0,3261,104.21,High,KY0813
HF-1953-78617,Agent_1533193,69640357,65,2,7558,909.74,Critical,OI3533
HF-1903-83154,Agent_230791,11202578,76,8,2064,202.27,Critical,HU1051
HF-1959-11279,Agent_1450684,45797697,16,3,3703,80.35,Low,NO1667
FA-1980-73246,Agent_1030200,42946394,82,7,3079,353.93,Critical,XU5498
HF-1989-29713,Agent_1568025,81478373,71,8,3047,980.44,Low,SO4584
HF-1967-82194,Agent_241803,14528780,69,2,2773,607.68,High,KW2072
HF-2014-48005,Agent_552311,31841649,44,9,3901,606.81,High,OZ7357
HF-2013-50260,Agent_383564,21178516,02,7,5425,264.86,Medium,EG6234
FA-2003-73581,Agent_1473100,87580166,07,9,3097,88.87,Low,UW7051
FA-1959-92866,Agent_1990243,97950175,19,0,3926,648.99,Critical,WI3393
HF-1962-49717,Agent_1583978,81270753,64,2,9609,688.03,Low,FA0741
HF-1997-27886,Agent_437681,74258711,94,6,1027,393.29,Medium,AR8247
EL-2011-15662,Agent_1355278,32011224,90,4,4581,630.44,Low,ND9039
AU-2007-85855,Agent_1717394,59761431,82,4,0513,363.76,Low,PL5655
FA-1913-11108,Agent_1228833,28797032,53,9,0224,760.47,Critical,XG3225
AU-1929-83995,Agent_936263,88035557,77,8,6040,192.92,Low,YQ6684
AU-1902-85876,Agent_1672973,64869938,15,4,5837,466.15,Critical,AW9134
EL-1959-81122,Agent_1483705,58616841,68,4,0031,560.68,Medium,XM2695
FA-1914-90979,Agent_551308,57033942,75,2,9961,259.60,Low,TP9996
FA-2009-49586,Agent_1273101,34384996,88,0,2597,189.35,Medium,VL9619
FA-1971-91894,Agent_2062421,31193102,20,9,8680,811.53,High,MO2530
HF-2000-60035,Agent_2271191,69495602,01,3,9244,235.25,Critical,NY2459
HF-1945-31786,Agent_1880828,76665828,55,7,3813,702.08,Low,QI0901
EL-1943-48860,Agent_1696934,59202101,85,9,2848,304.37,High,BF7513
EL-1981-41495,Agent_1188778,55415168,50,6,3876,249.74,High,NB1532
AU-2019-96504,Agent_1802378,66922350,48,3,5404,186.34,High,IK7374
EL-1939-87452,Agent_1070488,77177974,82,0,5972,295.00,Low,VD0139
AU-1982-90461,Agent_270126,54679954,15,5,3033,401.89,Medium,YY3997
AU-1952-52826,Agent_1031531,88606917,94,1,7046,334.24,Critical,FB3431
HF-1983-96953,Agent_1875165,92513752,36,3,8717,755.60,Medium,XN5234
HF-2020-42999,Agent_1985323,22445239,93,1,8495,53.66,Critical,WN6866
HF-2014-18356,Agent_1560199,19882367,13,2,8217,246.95,Critical,NY9225
HF-1926-20101,Agent_722239,46050647,49,5,7464,69.26,High,BI3972
HF-1925-59840,Agent_2153944,85115529,00,7,7850,933.80,Critical,AY3547
EL-1986-81969,Agent_710040,43408138,07,3,2580,254.57,Medium,LT8444
HF-1966-35257,Agent_2084840,46992210,80,7,9043,476.60,Critical,SG1589
FA-1987-63696,Agent_2305526,03995846,62,9,6224,430.22,Medium,GE5349
HF-1940-01010,Agent_836673,73537876,91,0,1645,183.05,Low,FR0059
EL-1987-00890,Agent_2014690,70136950,98,5,2205,956.66,Low,IB2562
FA-1950-96288,Agent_1735595,63723660,18,1,5060,162.89,Medium,DE6977
FA-1933-85570,Agent_594366,27963126,54,2,9236,943.75,Low,MW2061
EL-1972-24594,Agent_1450162,93743013,78,0,4237,51.00,High,OL6966
AU-1963-01133,Agent_208429,00910353,76,6,4437,683.73,Medium,RA6669
HF-1975-30929,Agent_1811215,44829856,99,5,5384,518.47,Critical,RE1444
FA-1954-40140,Agent_1731562,81785728,27,3,2641,889.95,Medium,FU5086
EL-1960-54667,Agent_1765861,43543983,62,3,0746,379.83,Low,FH2798
FA-1942-70089,Agent_723424,23294772,37,4,2485,530.02,Low,WH6510
FA-2003-05506,Agent_1777128,98031436,32,1,2768,641.62,Medium,EK6194
EL-1978-72860,Agent_1185683,29706518,42,4,1008,169.10,Critical,MS7262
AU-1992-29838,Agent_1280128,76538197,95,8,4041,397.41,Low,CA0526
EL-2016-83266,Agent_1799804,58111116,44,5,5469,256.73,Low,DR3205
EL-1971-41226,Agent_424168,52580547,62,8,1372,104.75,High,BK0168
AU-1920-29076,Agent_970748,76949119,10,0,6903,397.23,Low,RW5405
FA-1988-06201,Agent_2314294,37108821,40,2,0748,52.35,Low,RJ0807
HF-1974-19005,Agent_947542,44495065,16,5,1909,809.42,Medium,DT6050
