Order_ID,Agent_ID,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Customer_ID
AU-2004-38728,Agent_1804060,76661403,04,7,2141,584.24,Medium,VC6985
FA-1928-93588,Agent_2322504,22807013,91,8,4949,745.85,High,RK4185
AU-1905-77335,Agent_1826394,03281393,20,6,8165,377.30,Low,LX3663
HF-1989-52022,Agent_156068,66749145,35,8,1161,209.69,Medium,QY4844
EL-1936-36246,Agent_322541,11833762,55,5,4470,767.12,Critical,IY1981
AU-1960-19470,Agent_137445,55952466,58,1,9424,951.83,Low,VZ8726
HF-2000-99753,Agent_319170,27015443,70,8,2298,768.86,High,JM6022
HF-2024-27323,Agent_1688318,33661781,10,6,4864,749.30,High,EA3109
FA-2018-78561,Agent_165478,81081716,27,2,2596,700.67,Medium,VG2716
AU-1920-44542,Agent_1784205,95964449,33,8,1140,460.90,Medium,JP6962
FA-1972-81878,Agent_330954,04425861,07,7,2936,885.77,Medium,UN7401
FA-1938-98140,Agent_1650709,08623105,96,2,8437,779.88,Low,XY0003
AU-2002-42025,Agent_1002587,44830907,93,7,6120,286.11,High,HQ6740
FA-1917-30088,Agent_1772262,34223147,57,8,2202,915.16,High,TE6491
HF-1914-00677,Agent_1995590,85555760,89,4,0310,5.37,Critical,FE9417
EL-1985-34103,Agent_125569,00522401,66,5,0452,972.27,Medium,NH4850
EL-2006-71763,Agent_1155488,80045142,09,5,4675,781.19,Medium,ZT7377
AU-1968-18041,Agent_2112946,37407097,01,1,3303,82.65,Medium,ME3001
AU-1977-06021,Agent_1379326,43392344,60,1,1450,619.61,Critical,ZN9413
AU-1937-77983,Agent_421012,14578534,11,7,2030,924.90,High,BP9685
FA-1937-86720,Agent_1860434,52950392,41,5,3192,963.51,Low,CR4388
AU-1935-29070,Agent_486002,53161168,70,4,3869,32.52,Low,MC4265
HF-1970-47562,Agent_1290476,17009959,73,3,4371,890.58,Critical,IW9217
FA-1949-61799,Agent_2094671,88926322,04,3,8274,851.75,High,CM0232
EL-2001-60797,Agent_1540097,72093823,77,8,6578,41.32,Medium,AR1408
AU-1989-78480,Agent_633991,61331059,49,8,7351,502.55,Low,TU1956
AU-1917-65612,Agent_1129817,57248651,52,5,6405,313.63,High,QG3164
EL-1913-25774,Agent_1521201,79618107,44,8,3365,564.29,High,NV1225
AU-1988-99292,Agent_1137473,47497189,30,6,6816,510.28,Critical,SA4439
EL-1971-28402,Agent_1515500,63094129,38,6,3275,802.31,Critical,QO1807
AU-1957-25228,Agent_976355,74105450,46,9,8427,351.26,High,IC5655
AU-1978-17682,Agent_195118,28159545,02,2,6419,629.33,Critical,NW7967
AU-1926-71319,Agent_120919,40716234,57,9,1684,682.65,Medium,RS3106
FA-1996-12638,Agent_389265,86562385,74,8,2948,21.93,Low,HY1342
AU-1957-35982,Agent_986036,31377121,38,7,2588,243.62,High,LR5006
EL-2013-04647,Agent_1475275,83537868,35,0,3445,553.67,Critical,AS8942
HF-1948-14484,Agent_311258,01672389,15,0,7864,501.57,Low,NZ9593
HF-1935-72478,Agent_1514367,23669450,14,9,6180,777.22,High,FG2803
EL-2024-68691,Agent_489106,46326609,86,7,3455,976.41,Medium,MO6425
FA-1932-47948,Agent_2385183,76319344,62,2,2960,141.68,Critical,JY3067
HF-1944-28411,Agent_1153345,16798801,60,0,3589,847.18,Low,TK4863
FA-1961-30154,Agent_1497407,43879774,67,3,9798,967.77,Low,JT4848
FA-2024-42777,Agent_1339547,78846239,17,1,0522,425.31,Critical,WD9471
FA-1926-30848,Agent_160096,56831172,35,3,2265,562.98,Low,EI8854
EL-1903-67738,Agent_2291719,89208301,22,5,0170,27.50,Critical,GZ7631
FA-2005-49125,Agent_1548382,94389775,99,8,5492,68.68,Critical,BG7058
HF-1989-43834,Agent_1589253,72636878,54,2,4661,785.31,High,RV2539
EL-1938-59808,Agent_1893159,10179300,12,7,8147,862.07,Medium,TX6210
AU-1940-59051,Agent_378857,41699531,30,8,0753,544.12,Critical,XN9776
HF-1901-03435,Agent_1673040,30332688,96,1,1422,923.98,Critical,KV0000
FA-1975-66852,Agent_2093594,12537053,14,7,6065,264.76,High,IP0752
AU-1976-00788,Agent_2066899,89223081,45,3,9382,887.29,High,NP6030
EL-1982-56937,Agent_1492805,69012334,92,7,0788,792.42,Low,CX7152
EL-2017-30692,Agent_1157227,24421339,30,8,3527,412.80,High,VO6694
HF-2012-15376,Agent_339696,72615938,49,3,3412,696.36,Critical,RS4357
HF-1915-95340,Agent_2031452,95636095,68,8,4298,154.04,Medium,YB5305
AU-1913-29169,Agent_168627,34731281,27,0,7734,390.42,Critical,UR1712
EL-2009-14321,Agent_1476075,06846494,30,5,9215,398.95,Medium,IO7764
EL-1966-09915,Agent_2200223,60726888,77,5,5961,649.61,Critical,JO6855
FA-2017-26341,Agent_1984379,35741198,25,4,5287,294.43,High,MN3343
FA-1927-39791,Agent_1022780,99855126,36,6,4303,473.01,Medium,PJ9511
FA-2014-94763,Agent_920653,39455677,96,3,4692,482.20,Low,IK9715
FA-1979-05141,Agent_2353315,11936808,60,9,4559,527.39,Medium,MC6810
AU-1990-27989,Agent_2089992,79621130,95,4,4221,841.41,Medium,OS3487
AU-1952-74851,Agent_340038,80192023,11,9,2639,12.95,High,IN8679
EL-1960-68682,Agent_766906,62617444,80,1,5258,506.62,Low,CI0472
HF-1937-58417,Agent_1086994,50874162,42,3,7822,754.83,Low,CQ6345
HF-1909-86927,Agent_1460816,86380869,59,8,4272,46.71,High,ZN7941
FA-1943-69202,Agent_1913889,74914121,12,5,3704,942.72,Critical,HY6728
EL-1926-95046,Agent_1184779,77336634,57,0,1073,488.15,High,ZX6485
FA-1916-99415,Agent_1207889,51567384,99,9,2898,372.13,Low,RA7353
FA-1938-37112,Agent_616258,29641227,10,3,2280,836.27,High,VE7282
HF-1961-38641,Agent_1577920,83085390,68,5,8897,623.72,Low,BA9552
HF-1987-00784,Agent_2103217,34960849,05,2,3203,393.88,High,IB7339
AU-2000-81708,Agent_2401164,85038498,58,8,2190,530.31,Medium,PZ6459
FA-1958-51265,Agent_1284957,35961510,30,7,3971,40.81,Low,PY0634
AU-1928-13715,Agent_1184716,93319255,36,2,1151,160.54,Critical,MY4411
EL-1906-15310,Agent_1121301,31275144,86,8,5075,410.25,Low,KQ5427
EL-2007-36317,Agent_1052879,34433682,02,8,8947,50.99,Low,DU1195
HF-1939-13076,Agent_1969745,50385770,26,6,0288,427.17,High,RI6680
AU-1999-04077,Agent_872645,26064042,15,5,7787,667.89,Low,WW6521
HF-1965-74516,Agent_920670,32508822,71,8,4121,665.01,High,UY2261
AU-1937-71967,Agent_847134,99850443,14,2,0015,78.70,Critical,IG5213
FA-2020-04377,Agent_521444,59135921,86,1,8529,457.17,Medium,SC8574
FA-1965-76585,Agent_2207040,60292463,22,7,1651,883.20,Medium,HS1301
AU-1964-06762,Agent_617631,65776108,89,2,2910,563.79,Low,KH7433
FA-1992-70625,Agent_1332426,40599057,97,3,2682,190.48,Critical,HT2381
FA-1929-18972,Agent_68540,79565544,83,8,5895,455.47,Medium,HS5019
AU-1920-65641,Agent_2139360,58728999,49,1,4869,81.46,High,DK9890
HF-1906-27356,Agent_875099,14256937,97,5,6216,133.70,High,TK2784
EL-1979-02629,Agent_1315244,81921696,29,5,1645,87.60,Medium,NA0018
EL-1919-32453,Agent_2183342,74953244,03,2,9622,702.27,Low,SL6863
AU-1945-46488,Agent_1662837,71555905,29,9,4864,812.48,Low,BQ4849
AU-1967-94654,Agent_2086275,40731349,37,4,1197,189.91,High,UQ5513
FA-1984-21567,Agent_865810,64508682,34,6,3864,511.03,Critical,KR0315
AU-1928-30952,Agent_58690,83671475,45,3,2307,284.97,Low,FQ0041
HF-1912-89612,Agent_834576,16923055,49,7,2882,144.57,Low,PK3543
EL-1953-70046,Agent_2060343,53030506,93,7,4795,586.19,Low,TD2034
HF-1926-55413,Agent_829339,81365710,27,0,2805,606.06,Low,IA5338
EL-1932-83274,Agent_2055195,97997665,85,2,1766,89.81,High,PP4247
AU-1962-63255,Agent_787328,62323582,37,7,5057,917.28,Critical,JM9732
HF-1918-49057,Agent_1807651,62105672,85,7,7770,549.68,High,KC3764
HF-1915-45218,Agent_517266,66399930,80,5,7937,755.95,Critical,JP6339
HF-1903-08833,Agent_957761,45791889,64,8,7258,601.61,Critical,NQ5564
AU-2001-60229,Agent_1293981,35606006,31,9,0033,71.98,Critical,PB2419
AU-1975-91148,Agent_1666060,93839279,97,5,3236,249.02,Low,DM0305
EL-1996-44147,Agent_380412,62589931,28,2,0095,491.61,High,ZT5876
HF-1961-98677,Agent_2221714,90401907,88,9,6674,871.26,Critical,TY2984
HF-1955-34557,Agent_1144368,69347499,02,6,4964,715.44,Critical,JH4412
EL-2011-61268,Agent_1598578,42301277,87,3,3977,241.29,Critical,UH4258
EL-1998-32659,Agent_109931,28642493,70,8,9343,88.83,Critical,UW1965
EL-2010-93635,Agent_1527511,23723503,53,8,9747,442.58,High,RT6542
FA-1917-34545,Agent_1074871,13123924,58,1,8462,279.80,Low,JD1764
FA-1943-31734,Agent_2240004,81795940,79,7,1809,567.08,Critical,EJ5280
AU-1990-57255,Agent_1920039,93951818,96,2,5723,990.99,Low,HT9260
FA-1927-30827,Agent_1112177,94350722,33,2,9098,331.50,Medium,FW0970
EL-1974-37821,Agent_1759799,18686044,19,5,2161,906.08,High,OJ2122
FA-1912-58629,Agent_400701,04214220,53,6,9818,612.17,Critical,BX4299
FA-1974-57226,Agent_1790361,63769548,23,9,8449,31.91,Critical,HI5925
EL-2023-83327,Agent_738597,04288075,66,6,3577,903.22,Medium,LP6390
AU-1905-90500,Agent_1536907,88113547,60,0,0116,174.55,Medium,BR1846
AU-1979-98406,Agent_1656141,37763363,08,4,9257,75.44,Critical,NE0851
HF-2004-52327,Agent_1100943,84838252,85,4,7579,387.49,Medium,EE0918
EL-2002-55646,Agent_1948943,00137000,37,8,7611,475.65,Low,YC8888
EL-1974-74910,Agent_1118998,20709651,82,6,8323,486.27,Low,NT8769
FA-1980-93925,Agent_2305850,70356105,37,3,0167,756.82,Low,XQ9720
HF-2014-08233,Agent_471219,13449824,05,7,0252,837.70,Medium,ZF5488
EL-2024-22199,Agent_2401909,45465261,45,8,2777,406.72,Low,JX9139
FA-1942-48330,Agent_28334,11031176,14,3,8140,463.28,Low,GY3263
EL-1972-11905,Agent_840759,91680277,26,7,4329,264.09,Low,RT2117
EL-1933-72315,Agent_237819,02743572,84,1,4692,827.49,High,FO8755
EL-1991-58849,Agent_791633,70790315,80,0,9273,858.07,Medium,LN8377
EL-1983-80403,Agent_1541985,46677821,55,5,7877,816.14,Low,ZB6245
FA-1944-81637,Agent_1240875,51969966,40,0,8499,860.56,Low,RL8894
FA-2005-15133,Agent_1592808,96577088,48,2,2664,33.55,Critical,VK0567
HF-2016-05093,Agent_448513,63976032,37,6,4034,414.62,High,QW0842
AU-1928-49239,Agent_2104762,87441806,83,4,3337,292.22,Low,MQ0026
AU-1960-87824,Agent_92004,05607490,63,3,8820,83.84,Critical,AJ3890
EL-2000-73238,Agent_785130,23172770,75,6,9239,516.87,Medium,KO1693
EL-1945-94501,Agent_1231341,42340462,17,4,7517,31.41,Medium,YX5351
FA-1917-03009,Agent_1041046,20997515,25,0,8023,869.98,Medium,JI7277
AU-1901-07692,Agent_1366581,08169684,42,7,7688,13.21,Low,ZR8790
AU-1941-84278,Agent_1455456,03593210,32,6,4971,411.80,Low,LI1994
FA-1916-04997,Agent_1945774,75079533,37,0,7843,400.66,Medium,PE4514
FA-1953-63575,Agent_959547,51974191,19,2,7433,631.24,Medium,OB1240
AU-1920-53316,Agent_589403,71900800,03,1,9619,320.75,High,CG2276
AU-1963-84242,Agent_323689,70779149,32,7,5391,643.23,Medium,QB5591
HF-2014-10489,Agent_18338,43488266,77,6,9813,732.44,High,HE1493
FA-2003-08878,Agent_2019615,44947625,62,1,2192,370.53,Medium,RR1960
HF-1921-28607,Agent_124511,69959043,49,4,2165,936.46,High,RY3338
AU-1968-91931,Agent_457173,29561820,61,2,1491,230.14,Medium,FK0470
AU-1956-13886,Agent_2168675,72000484,75,9,5894,249.08,Medium,ZA5262
HF-1919-67769,Agent_1177261,61152861,75,2,9094,107.34,High,CO9479
EL-1974-05806,Agent_132774,72907029,53,1,7817,303.57,Low,ZA4426
AU-2004-45327,Agent_1325173,68910050,37,3,5643,760.69,Medium,KG0429
FA-1993-37686,Agent_1069907,76536258,13,1,2113,147.40,Low,QM2187
AU-1956-03064,Agent_95249,72839092,59,5,4130,606.69,Medium,KV1312
AU-1984-72648,Agent_420701,06904744,09,5,7918,519.41,Medium,HC9756
AU-1947-44803,Agent_1286848,23659888,48,2,8132,118.74,Medium,JN1111
EL-1902-62099,Agent_348073,81671522,91,3,7320,186.87,Critical,VG1409
FA-1960-26945,Agent_1438339,35831304,11,1,5277,497.02,Critical,KG3616
HF-2018-50319,Agent_2147785,12558425,56,9,5332,473.93,High,LS9719
HF-1930-99290,Agent_703698,54430585,03,0,2149,348.67,High,DF0928
AU-1940-38252,Agent_574859,63114199,48,4,0108,934.48,High,CC0272
HF-1990-94104,Agent_2379119,05305104,86,1,1494,603.32,Low,SG3493
FA-1946-00872,Agent_1639941,51577777,42,9,0996,138.13,Medium,WJ8352
HF-1953-18031,Agent_881282,42200690,23,6,9805,946.30,High,GI2668
EL-1964-69540,Agent_1853456,87796847,01,1,8532,281.32,High,JY1342
EL-1963-17936,Agent_1151780,78440507,89,2,3602,272.70,Critical,AF5923
AU-1905-07874,Agent_1189311,85730526,53,2,6212,196.09,High,GS2226
HF-1934-26096,Agent_2058457,97186964,87,1,3631,320.51,Medium,MQ1108
EL-2022-82300,Agent_1019622,70267192,13,6,6990,803.87,Low,VQ5326
AU-1925-81205,Agent_155922,95143299,86,5,1775,487.55,Critical,HJ3768
AU-1992-88588,Agent_557797,22665499,63,8,1174,748.15,Low,WE6421
AU-1946-69666,Agent_70615,27272758,81,8,8705,475.72,Medium,FU2487
EL-2010-71097,Agent_306181,01441710,65,7,3660,534.54,High,DA2239
EL-1921-71664,Agent_1675174,03278392,84,6,8666,733.39,Critical,NZ5456
FA-1993-34311,Agent_1661003,86341261,72,7,8308,194.41,High,CS3545
EL-1999-99420,Agent_2076985,65225267,13,3,9527,728.18,Critical,IH9090
HF-1986-27821,Agent_565566,08731179,54,6,4494,867.53,Critical,YT4364
HF-1906-86412,Agent_1261213,86063509,59,6,3250,306.14,Low,LF6586
HF-1932-14457,Agent_35663,67200633,37,5,0790,138.49,Low,TH9912
EL-2016-87159,Agent_637387,08476149,74,8,5275,947.05,Critical,UH9793
EL-2022-35551,Agent_582654,13978343,54,7,1154,790.78,Medium,FI9961
EL-1973-57470,Agent_1336148,23721165,11,4,2815,263.15,Critical,GA0920
FA-1983-08476,Agent_2099630,32853105,65,3,0882,125.86,Low,QU1865
HF-2003-92032,Agent_786251,23970740,97,6,4990,601.67,High,UW7556
HF-1986-85626,Agent_642809,19167825,18,3,5258,904.93,High,PI9856
HF-1911-89397,Agent_84864,36564740,39,9,3265,252.00,Medium,ND2022
EL-2002-73777,Agent_1706541,74395359,35,6,2094,954.42,Low,HY7541
AU-1999-23691,Agent_598974,19379724,79,3,0204,6.50,Medium,IY0604
AU-2016-80068,Agent_1042362,12421572,53,5,5136,549.93,Critical,YI7064
FA-1915-19588,Agent_1566891,49426528,80,3,5304,328.55,Medium,SL7808
EL-2016-84225,Agent_247591,37937057,61,0,4866,272.14,Critical,WL6501
FA-1962-39438,Agent_1741658,96007137,51,0,4604,678.98,Medium,ZG2283
HF-2010-15175,Agent_2014212,77719665,26,8,1375,220.86,High,UY9972
AU-2010-86507,Agent_512869,47818734,56,0,9205,151.71,Medium,BS3467
HF-2017-74634,Agent_2130355,85119400,16,4,5903,984.38,Critical,LJ0078
HF-1986-46154,Agent_57768,82998073,78,5,4965,696.07,Critical,TJ7048
FA-1937-75795,Agent_1236128,80400045,83,0,3770,538.93,High,YL9302
FA-1948-90468,Agent_2005168,10155898,55,9,0306,143.26,Medium,SV2488
AU-1913-28784,Agent_1452494,70215078,04,7,7058,86.22,Medium,LD2113
EL-1954-19208,Agent_1466720,41563902,40,7,6886,989.83,Medium,IC7848
AU-1939-39718,Agent_1889727,09524507,46,8,2506,826.88,High,JM4678
FA-1949-14023,Agent_768560,22336994,18,8,1642,983.36,Critical,CL5997
EL-2011-89366,Agent_582193,61754522,73,3,5936,863.17,Low,OE7548
FA-1932-71452,Agent_1459127,83129366,01,2,8709,162.11,Low,IP3811
HF-1971-10521,Agent_1508067,13052118,18,5,8119,739.84,Critical,UI6225
EL-1907-37727,Agent_239839,06660322,58,9,9134,953.12,Critical,VI7902
FA-1980-92883,Agent_70410,53719981,83,6,8384,496.13,High,NJ3986
AU-1983-21194,Agent_1662383,59189202,72,4,6793,668.79,Critical,CH5262
HF-1977-31875,Agent_936996,94344766,75,4,4768,318.75,High,EV0886
HF-1906-09128,Agent_340921,64465979,52,8,0049,761.55,Medium,BO7007
HF-1989-16338,Agent_1174980,19061823,47,5,8435,719.42,High,RE1829
FA-1957-39730,Agent_1093202,81062282,86,0,4462,418.16,Low,WJ7908
FA-2006-56259,Agent_801479,94573208,97,9,7689,187.15,Critical,MK4643
FA-1929-87677,Agent_1860854,44636621,39,4,1655,535.91,Low,LC4926
FA-1960-16381,Agent_1984875,47838846,18,1,8165,200.45,Low,TQ5094
AU-1948-80573,Agent_1249849,87415527,61,7,7700,730.32,Medium,ZA3549
EL-1922-25705,Agent_78860,87064719,22,2,6344,497.71,Low,MJ9267
AU-1945-76564,Agent_719760,53416633,81,0,6697,60.51,Low,AZ7903
HF-2014-81174,Agent_12588,79626423,64,4,5293,671.09,Low,KZ5085
EL-2015-42602,Agent_2208532,24850203,50,4,4809,390.42,Low,PT5382
FA-1929-78615,Agent_2008399,26789915,45,0,5816,110.04,Critical,VY8891
HF-1972-68802,Agent_2341647,27613352,47,7,3148,923.92,Low,TC4573
EL-1919-15891,Agent_1782619,59469001,20,6,3833,390.20,Critical,JW5863
FA-1904-71758,Agent_2401871,55683030,72,6,2920,93.17,Medium,MU2826
FA-1977-05029,Agent_188008,82735309,63,2,6783,158.72,Medium,ZG9746
AU-1930-68601,Agent_1960589,73696112,51,4,2757,257.75,High,IF7156
FA-1931-84425,Agent_1259538,62387486,05,0,8324,6.62,High,WY8910
AU-2008-87189,Agent_61321,22043753,52,1,4739,55.98,Critical,AC4699
EL-1948-71314,Agent_570215,52076805,65,7,4223,193.33,Medium,AR6093
AU-2022-24254,Agent_580451,36657456,73,5,9506,435.19,High,XE6804
EL-1970-91222,Agent_479347,58488750,88,0,0043,710.74,Critical,GE3842
EL-2008-28418,Agent_1166636,67955234,67,4,3901,345.32,Critical,EC2589
HF-1993-43595,Agent_1946464,01207967,90,3,1277,370.09,Low,XV4485
FA-1961-56846,Agent_1760647,58283253,77,8,2998,257.90,Critical,TS5612
AU-1969-96122,Agent_1987893,84379033,18,2,5106,131.34,Low,ER1678
EL-1972-98826,Agent_1978544,02557593,36,0,5280,859.16,Low,VW8195
EL-1979-83719,Agent_1400120,49696119,41,5,8053,427.69,Low,AL0343
FA-1969-89096,Agent_882818,96816065,12,9,6306,123.10,Medium,SL9975
HF-1913-47834,Agent_2166676,27472754,81,6,0382,244.68,High,GK5738
HF-1912-05811,Agent_1329044,81078733,33,3,9370,382.81,Low,VW2533
HF-1901-54678,Agent_2346968,57946373,25,0,4204,171.67,Critical,QV0552
AU-1947-45390,Agent_2267575,21378774,56,9,2791,235.66,High,OX2674
EL-1976-51777,Agent_2021756,30029737,75,7,9823,899.30,Medium,ID4309
EL-1976-87978,Agent_1603196,90655035,15,8,4269,157.92,Medium,PW7863
AU-1985-30706,Agent_2356007,69170071,76,2,4466,409.01,Medium,XT2788
HF-1935-69633,Agent_1539613,43425304,98,2,8760,271.85,Medium,QJ0576
HF-1979-19111,Agent_764335,51727169,25,2,5710,946.22,Medium,DX4801
AU-2013-20564,Agent_1616021,08086354,16,6,1934,11.89,Low,PY6964
AU-2016-90784,Agent_2102147,63168221,65,9,7391,917.95,Critical,NX1013
AU-1927-54322,Agent_507421,29649670,81,3,3720,110.27,Low,IM5727
FA-1911-70142,Agent_2011529,04698332,21,1,9408,980.14,High,HE0206
FA-1901-99616,Agent_684736,15686136,30,8,6212,242.28,Low,QZ4276
HF-2017-23106,Agent_1385367,87681573,66,8,9801,568.61,Low,RL5712
AU-2015-96519,Agent_1592888,23996858,56,1,6419,762.09,High,OV4828
FA-1998-17997,Agent_630377,60310010,95,3,0219,742.58,High,JC0746
EL-1925-06646,Agent_595367,25258120,90,8,4870,569.48,Low,FH2261
HF-1932-07395,Agent_667984,23186404,31,8,3024,765.73,Critical,QC0131
FA-1954-39116,Agent_736281,60034143,94,6,5046,81.39,High,TH7451
HF-2008-26848,Agent_1986776,35729146,81,6,3497,424.51,High,VR3596
AU-1930-36335,Agent_2174683,40440647,96,9,8331,28.67,Low,GN1909
AU-2019-79903,Agent_2011160,81200178,60,5,6670,613.03,High,LX1265
AU-1907-72647,Agent_1197566,10465360,13,7,0992,560.64,Low,OG3328
HF-1956-61351,Agent_827405,05619135,87,1,3308,79.52,Critical,JH5128
FA-1910-40468,Agent_1826798,44878995,59,0,4111,294.70,High,YL9075
AU-1969-77961,Agent_2091500,19182607,46,1,2455,554.16,Medium,GM8957
FA-1913-37937,Agent_2374079,52562819,91,2,2547,629.61,High,JW0357
FA-1967-22717,Agent_611333,72688594,65,1,3212,794.89,Medium,OP0459
AU-1905-26310,Agent_1041344,99684005,08,7,6634,976.01,High,OV1718
EL-1982-83103,Agent_374723,80850655,37,5,4503,696.97,High,EK5759
AU-1923-66571,Agent_1058515,28780911,05,5,3512,561.34,Low,QW9098
HF-1958-42784,Agent_2017307,23294035,91,9,3076,193.03,Low,UC8030
EL-1905-80901,Agent_1406460,22342459,80,4,9038,170.52,High,VO3167
HF-2017-59832,Agent_124249,54307782,33,4,7026,216.21,Medium,GY7214
EL-1988-50646,Agent_2258771,37788649,96,0,7771,216.85,Critical,LM4350
AU-2000-52692,Agent_2360491,17964182,52,8,3691,986.04,High,YA2429
EL-1926-32696,Agent_1069567,14589646,93,3,5419,213.99,Critical,YP9934
HF-1909-02013,Agent_640556,68395998,42,4,0743,501.75,High,QO7384
FA-1923-91815,Agent_2064629,68684281,27,2,7428,722.04,Critical,NH4405
FA-2022-99564,Agent_1395433,86946473,76,8,4335,621.23,High,LJ8386
EL-1950-03706,Agent_321411,07033552,20,3,2716,812.12,High,UX2076
EL-1925-08497,Agent_933790,73361057,64,9,2395,382.98,Low,FI6380
AU-1914-46646,Agent_1949245,89430537,17,6,9558,444.03,Low,WG4805
EL-1946-03318,Agent_1019306,64560738,59,7,9378,757.45,Critical,BB1730
EL-1945-24488,Agent_1454982,57866523,03,7,8339,482.00,High,QG9769
EL-1942-26459,Agent_10452,12340130,75,5,8228,283.34,High,DZ1837
AU-1912-04071,Agent_1582667,23652938,99,7,7247,242.05,High,NG4729
HF-1940-74515,Agent_1354682,41983536,95,0,9015,810.90,High,UT3090
HF-1916-51679,Agent_1819920,13046668,35,7,8453,575.14,High,AL3912
FA-2022-78614,Agent_708490,96500301,86,0,6853,787.73,Low,WI5037
HF-1917-37243,Agent_1473561,78061523,91,3,1537,643.88,Medium,RW2286
EL-1926-99350,Agent_856786,49238729,79,3,5374,642.51,Medium,GP4588
FA-1998-53392,Agent_1116125,37856143,24,3,4132,264.51,High,BO9115
FA-1992-21618,Agent_1417215,08800605,76,8,0451,726.17,Low,WN0813
FA-1926-58527,Agent_2001858,69484440,67,5,6651,664.70,High,ZR4461
HF-1977-24679,Agent_476156,65655961,03,0,4511,622.52,Critical,QZ4722
FA-1965-52281,Agent_1474636,49994776,42,5,8648,128.76,High,GQ3697
EL-1995-20890,Agent_2069940,80827122,59,6,4046,507.72,Critical,PC8330
AU-1963-47253,Agent_96275,61854958,11,5,5930,822.74,High,BP4165
HF-1986-61606,Agent_1868651,35606848,83,3,4880,346.11,Critical,CB9048
AU-2019-68893,Agent_649417,81231497,24,9,7095,628.08,Critical,LE5401
EL-1957-31709,Agent_929490,24507477,42,8,5855,821.24,Critical,OW8378
EL-1966-62287,Agent_1387476,84303883,92,1,5589,645.50,Low,YU6113
FA-1905-50770,Agent_678998,62449055,20,4,7127,101.58,Medium,PJ1480
EL-2010-13105,Agent_1759568,99858887,91,9,0304,755.04,Critical,RV0486
HF-1936-07668,Agent_324824,71937266,20,4,9272,666.04,High,GB3324
EL-1968-62503,Agent_67109,94663940,71,0,5411,255.90,Critical,CL8918
HF-2024-41712,Agent_1756195,10618788,89,9,6848,359.39,High,KF1800
EL-1948-01455,Agent_282523,70949908,61,4,4749,407.61,High,IO6013
